,postal_code,cities_es/province
7229,27168,o_corgo/lugo
7230,27190,o_corgo/lugo
7232,27379,cospeito/lugo
7233,27378,cospeito/lugo
7234,27376,cospeito/lugo
7235,27377,cospeito/lugo
7236,27515,chantada/lugo
7238,27519,chantada/lugo
7239,27518,chantada/lugo
7240,27517,chantada/lugo
7241,27516,chantada/lugo
7242,27513,chantada/lugo
7243,27512,chantada/lugo
7244,27511,chantada/lugo
7245,27510,chantada/lugo
7246,27500,chantada/lugo
7247,27595,chantada/lugo
7248,27514,chantada/lugo
7250,27339,folgoso_do_courel/lugo
7252,27325,folgoso_do_courel/lugo
7253,27324,folgoso_do_courel/lugo
7254,27328,folgoso_do_courel/lugo
7255,27110,a_fonsagrada/lugo
7256,27116,a_fonsagrada/lugo
7257,27135,a_fonsagrada/lugo
7258,27134,a_fonsagrada/lugo
7259,27136,a_fonsagrada/lugo
7260,27118,a_fonsagrada/lugo
7261,27117,a_fonsagrada/lugo
7262,27115,a_fonsagrada/lugo
7263,27114,a_fonsagrada/lugo
7264,27113,a_fonsagrada/lugo
7265,27111,a_fonsagrada/lugo
7266,27100,a_fonsagrada/lugo
7267,27112,a_fonsagrada/lugo
7268,27786,foz/lugo
7269,27892,foz/lugo
7270,27789,foz/lugo
7271,27893,foz/lugo
7272,27785,foz/lugo
7273,27780,foz/lugo
7274,27788,foz/lugo
7275,27787,foz/lugo
7276,27235,friol/lugo
7277,27299,friol/lugo
7278,27229,friol/lugo
7279,27228,friol/lugo
7280,27227,friol/lugo
7281,27226,friol/lugo
7282,27220,friol/lugo
7283,27156,friol/lugo
7284,27826,xermade/lugo
7285,27832,xermade/lugo
7286,27833,xermade/lugo
7287,27834,xermade/lugo
7288,27835,xermade/lugo
7289,27824,xermade/lugo
7290,27388,guitiriz/lugo
7291,27309,guitiriz/lugo
7292,27389,guitiriz/lugo
7293,27380,guitiriz/lugo
7295,27307,guitiriz/lugo
7296,27306,guitiriz/lugo
7297,27300,guitiriz/lugo
7298,27305,guitiriz/lugo
7299,27400,guitiriz/lugo
7300,27308,guitiriz/lugo
7301,27183,guntin/lugo
7302,27233,guntin/lugo
7303,27211,guntin/lugo
7305,27186,guntin/lugo
7306,27184,guntin/lugo
7307,27234,guntin/lugo
7308,27181,guntin/lugo
7309,27152,guntin/lugo
7310,27185,guntin/lugo
7311,27346,o_incio/lugo
7312,27347,o_incio/lugo
7313,27348,o_incio/lugo
7314,27345,o_incio/lugo
7315,27341,o_incio/lugo
7316,27342,o_incio/lugo
7317,27870,xove/lugo
7318,27876,xove/lugo
7319,27877,xove/lugo
7320,27878,xove/lugo
7321,27879,xove/lugo
7322,27615,lancara/lugo
7323,27693,lancara/lugo
7324,27699,lancara/lugo
7325,27692,lancara/lugo
7326,27691,lancara/lugo
7327,27614,lancara/lugo
7328,27369,lancara/lugo
7329,27368,lancara/lugo
7330,27367,lancara/lugo
7331,27360,lancara/lugo
7332,27366,lancara/lugo
7333,27751,lourenza/lugo
7334,27750,lourenza/lugo
7335,27760,lourenza/lugo
7336,27296,lugo/lugo
7337,27232,lugo/lugo
7338,27192,lugo/lugo
7340,27230,lugo/lugo
7341,27191,lugo/lugo
7342,27231,lugo/lugo
7345,27290,lugo/lugo
7346,27294,lugo/lugo
7348,27297,lugo/lugo
7349,27298,lugo/lugo
7352,27140,lugo/lugo
7353,27001,lugo/lugo
7354,27002,lugo/lugo
7356,27004,lugo/lugo
7357,27188,lugo/lugo
7358,27141,lugo/lugo
7360,27160,lugo/lugo
7361,27161,lugo/lugo
7362,27169,lugo/lugo
7363,27180,lugo/lugo
7365,27182,lugo/lugo
7366,27003,lugo/lugo
7367,27240,meira/lugo
7368,27241,meira/lugo
7369,27247,meira/lugo
7370,27749,mondonedo/lugo
7371,27791,mondonedo/lugo
7372,27748,mondonedo/lugo
7373,27747,mondonedo/lugo
7374,27742,mondonedo/lugo
7375,27740,mondonedo/lugo
7376,27752,mondonedo/lugo
7377,27417,monforte_de_lemos/lugo
7378,27592,monforte_de_lemos/lugo
7379,27591,monforte_de_lemos/lugo
7380,27590,monforte_de_lemos/lugo
7381,27420,monforte_de_lemos/lugo
7382,27418,monforte_de_lemos/lugo
7383,27416,monforte_de_lemos/lugo
7384,27415,monforte_de_lemos/lugo
7385,27414,monforte_de_lemos/lugo
7386,27413,monforte_de_lemos/lugo
7387,27412,monforte_de_lemos/lugo
7388,27411,monforte_de_lemos/lugo
7389,27410,monforte_de_lemos/lugo
7391,27419,monforte_de_lemos/lugo
7392,27215,monterroso/lugo
7394,27560,monterroso/lugo
7395,27568,monterroso/lugo
7396,27569,monterroso/lugo
7397,27817,muras/lugo
7398,27865,muras/lugo
7399,27836,muras/lugo
7400,27837,muras/lugo
7403,27651,navia_de_suarna/lugo
7404,27652,navia_de_suarna/lugo
7405,27653,navia_de_suarna/lugo
7406,27654,navia_de_suarna/lugo
7407,27655,navia_de_suarna/lugo
7408,27656,navia_de_suarna/lugo
7409,27657,navia_de_suarna/lugo
7410,27658,navia_de_suarna/lugo
7412,27675,as_nogais/lugo
7413,27676,as_nogais/lugo
7415,27646,as_nogais/lugo
7417,27866,ourol/lugo
7418,27867,ourol/lugo
7419,27154,outeiro_de_rei/lugo
7420,27155,outeiro_de_rei/lugo
7421,27374,outeiro_de_rei/lugo
7422,27157,outeiro_de_rei/lugo
7423,27150,outeiro_de_rei/lugo
7425,27153,outeiro_de_rei/lugo
7426,27151,outeiro_de_rei/lugo
7428,27216,palas_de_rei/lugo
7429,27217,palas_de_rei/lugo
7430,27209,palas_de_rei/lugo
7431,27208,palas_de_rei/lugo
7432,27207,palas_de_rei/lugo
7433,27205,palas_de_rei/lugo
7434,27204,palas_de_rei/lugo
7435,27203,palas_de_rei/lugo
7436,27200,palas_de_rei/lugo
7437,27206,palas_de_rei/lugo
7438,27438,panton/lugo
7439,27593,panton/lugo
7441,27549,panton/lugo
7442,27470,panton/lugo
7444,27439,panton/lugo
7445,27437,panton/lugo
7446,27430,panton/lugo
7447,27450,panton/lugo
7448,27612,paradela/lugo
7449,27611,paradela/lugo
7450,27633,o_paramo/lugo
7452,27362,o_paramo/lugo
7453,27363,o_paramo/lugo
7454,27364,o_paramo/lugo
7455,27246,a_pastoriza/lugo
7456,27248,a_pastoriza/lugo
7457,27286,a_pastoriza/lugo
7458,27287,a_pastoriza/lugo
7459,27670,pedrafita_do_cebreiro/lugo
7460,27673,pedrafita_do_cebreiro/lugo
7461,27671,pedrafita_do_cebreiro/lugo
7462,27672,pedrafita_do_cebreiro/lugo
7463,27275,pol/lugo
7465,27280,pol/lugo
7466,27283,pol/lugo
7467,27279,pol/lugo
7468,27274,pol/lugo
7469,27273,pol/lugo
7470,27270,pol/lugo
7471,27272,pol/lugo
7472,27336,a_pobra_do_brollon/lugo
7473,27338,a_pobra_do_brollon/lugo
7475,27391,a_pobra_do_brollon/lugo
7477,27334,a_pobra_do_brollon/lugo
7478,27330,a_pobra_do_brollon/lugo
7479,27333,a_pobra_do_brollon/lugo
7480,27335,a_pobra_do_brollon/lugo
7481,27332,a_pobra_do_brollon/lugo
7482,27331,a_pobra_do_brollon/lugo
7484,27726,a_pontenova/lugo
7485,27729,a_pontenova/lugo
7486,27727,a_pontenova/lugo
7487,27725,a_pontenova/lugo
7488,27724,a_pontenova/lugo
7489,27722,a_pontenova/lugo
7490,27721,a_pontenova/lugo
7491,27720,a_pontenova/lugo
7493,27723,a_pontenova/lugo
7494,27728,a_pontenova/lugo
7495,27178,portomarin/lugo
7496,27214,portomarin/lugo
7497,27213,portomarin/lugo
7498,27212,portomarin/lugo
7501,27177,portomarin/lugo
7502,27170,portomarin/lugo
7503,27187,portomarin/lugo
7504,27320,quiroga/lugo
7506,27390,quiroga/lugo
7507,27329,quiroga/lugo
7509,27700,ribadeo/lugo
7510,27710,ribadeo/lugo
7511,27711,ribadeo/lugo
7512,27712,ribadeo/lugo
7513,27713,ribadeo/lugo
7514,27714,ribadeo/lugo
7515,27715,ribadeo/lugo
7516,27796,ribadeo/lugo
7517,27797,ribadeo/lugo
7518,27317,ribas_de_sil/lugo
7519,27318,ribas_de_sil/lugo
7520,27310,ribas_de_sil/lugo
7521,27244,ribeira_de_piquin/lugo
7522,27245,ribeira_de_piquin/lugo
7523,27243,ribeira_de_piquin/lugo
7524,27743,riotorto/lugo
7525,27744,riotorto/lugo
7526,27745,riotorto/lugo
7527,27626,samos/lugo
7528,27636,samos/lugo
7529,27635,samos/lugo
7531,27631,samos/lugo
7532,27638,samos/lugo
7533,27625,samos/lugo
7534,27624,samos/lugo
7535,27623,samos/lugo
7536,27620,samos/lugo
7537,27627,samos/lugo
7538,27628,samos/lugo
7540,27613,sarria/lugo
7541,27690,sarria/lugo
7542,27637,sarria/lugo
7543,27619,sarria/lugo
7544,27618,sarria/lugo
7545,27617,sarria/lugo
7546,27616,sarria/lugo
7549,27610,sarria/lugo
7550,27600,sarria/lugo
7551,27392,sarria/lugo
7553,27546,o_savinao/lugo
7554,27547,o_savinao/lugo
7555,27548,o_savinao/lugo
7556,27594,o_savinao/lugo
7557,27544,o_savinao/lugo
7558,27543,o_savinao/lugo
7559,27540,o_savinao/lugo
7562,27545,o_savinao/lugo
7563,27468,sober/lugo
7564,27469,sober/lugo
7565,27466,sober/lugo
7566,27460,sober/lugo
7567,27440,sober/lugo
7568,27424,sober/lugo
7569,27423,sober/lugo
7570,27422,sober/lugo
7571,27421,sober/lugo
7572,27425,sober/lugo
7573,27557,taboada/lugo
7574,27596,taboada/lugo
7575,27550,taboada/lugo
7576,27558,taboada/lugo
7577,27556,taboada/lugo
7578,27555,taboada/lugo
7579,27554,taboada/lugo
7580,27559,taboada/lugo
7581,27765,trabada/lugo
7582,27766,trabada/lugo
7583,27767,trabada/lugo
7584,27768,trabada/lugo
7585,27634,triacastela/lugo
7586,27630,triacastela/lugo
7587,27639,triacastela/lugo
7588,27632,triacastela/lugo
7591,27770,o_valadouro/lugo
7592,27777,o_valadouro/lugo
7594,27779,o_valadouro/lugo
7595,27861,o_vicedo/lugo
7596,27860,o_vicedo/lugo
7597,27868,o_vicedo/lugo
7598,27841,vilalba/lugo
7599,27820,vilalba/lugo
7600,27842,vilalba/lugo
7601,27840,vilalba/lugo
7602,27830,vilalba/lugo
7603,27825,vilalba/lugo
7604,27823,vilalba/lugo
7605,27822,vilalba/lugo
7606,27821,vilalba/lugo
7607,27816,vilalba/lugo
7608,27815,vilalba/lugo
7609,27814,vilalba/lugo
7610,27813,vilalba/lugo
7611,27812,vilalba/lugo
7612,27811,vilalba/lugo
7613,27810,vilalba/lugo
7615,27800,vilalba/lugo
7617,27818,vilalba/lugo
7618,27850,viveiro/lugo
7621,27864,viveiro/lugo
7622,27863,viveiro/lugo
7624,27869,viveiro/lugo
7625,27689,baralla/lugo
7626,27696,baralla/lugo
7628,27697,baralla/lugo
7629,27688,baralla/lugo
7630,27687,baralla/lugo
7631,27686,baralla/lugo
7632,27680,baralla/lugo
7633,27685,baralla/lugo
7634,27880,burela/lugo
7635,28755,la_acebeda/madrid
7636,28864,ajalvir/madrid
7637,28742,alameda_del_valle/madrid
7638,28607,el_alamo/madrid
7639,28807,alcala_de_henares/madrid
7640,28805,alcala_de_henares/madrid
7642,28806,alcala_de_henares/madrid
7643,28801,alcala_de_henares/madrid
7644,28802,alcala_de_henares/madrid
7645,28803,alcala_de_henares/madrid
7646,28804,alcala_de_henares/madrid
7647,28100,alcobendas_y_la_moraleja/madrid
7648,28108,alcobendas_y_la_moraleja/madrid
7649,28109,alcobendas_y_la_moraleja/madrid
7650,28109,alcobendas/madrid
7651,28921,alcorcon/madrid
7652,28922,alcorcon/madrid
7653,28923,alcorcon/madrid
7654,28924,alcorcon/madrid
7655,28925,alcorcon/madrid
7656,28620,aldea_del_fresno/madrid
7657,28110,algete/madrid
7658,28120,algete/madrid
7659,28409,alpedrete/madrid
7660,28430,alpedrete/madrid
7661,28580,ambite/madrid
7662,28818,anchuelo/madrid
7663,28300,aranjuez/madrid
7664,28500,arganda_del_rey/madrid
7665,28939,arroyomolinos/madrid
7667,28189,el_atazar/madrid
7669,28976,batres/madrid
7670,28490,becerril_de_la_sierra/madrid
7671,28390,belmonte_de_tajo/madrid
7672,28194,berzosa_del_lozoya/madrid
7673,28192,el_berrueco/madrid
7674,28660,boadilla_del_monte/madrid
7675,28412,el_boalo/madrid
7676,28413,el_boalo/madrid
7677,28492,el_boalo/madrid
7678,28737,braojos/madrid
7679,28596,brea_de_tajo/madrid
7680,28690,brunete/madrid
7681,28730,buitrago_del_lozoya/madrid
7682,28720,bustarviejo/madrid
7683,28721,cabanillas_de_la_sierra/madrid
7684,28751,la_cabrera/madrid
7685,28640,cadalso_de_los_vidrios/madrid
7686,28648,cadalso_de_los_vidrios/madrid
7687,28816,camarma_de_esteruelas/madrid
7688,28510,campo_real/madrid
7689,28743,canencia/madrid
7690,28560,carabana/madrid
7691,28977,casarrubuelos/madrid
7692,28650,cenicientos/madrid
7693,28470,cercedilla/madrid
7694,28193,cervera_de_buitrago/madrid
7695,28350,ciempozuelos/madrid
7696,28863,cobena/madrid
7697,28213,colmenar_del_arroyo/madrid
7698,28380,colmenar_de_oreja/madrid
7699,28270,colmenarejo/madrid
7700,28279,colmenarejo/madrid
7702,28707,colmenar_viejo/madrid
7703,28750,colmenar_viejo/madrid
7704,28770,colmenar_viejo/madrid
7705,28450,collado_mediano/madrid
7706,28400,collado_villalba/madrid
7707,28811,corpa/madrid
7708,28823,coslada/madrid
7709,28822,coslada/madrid
7710,28820,coslada/madrid
7711,28821,coslada/madrid
7712,28978,cubas_de_la_sagra/madrid
7713,28694,chapineria/madrid
7714,28370,chinchon/madrid
7715,28814,daganzo_de_arriba/madrid
7716,28292,el_escorial/madrid
7717,28211,el_escorial/madrid
7718,28212,el_escorial/madrid
7719,28219,el_escorial/madrid
7720,28280,el_escorial/madrid
7721,28595,estremera/madrid
7722,28214,fresnedillas_de_la_oliva/madrid
7723,28815,fresno_de_torote/madrid
7724,28941,fuenlabrada/madrid
7725,28942,fuenlabrada/madrid
7726,28943,fuenlabrada/madrid
7727,28944,fuenlabrada/madrid
7728,28945,fuenlabrada/madrid
7729,28946,fuenlabrada/madrid
7730,28947,fuenlabrada/madrid
7731,28140,fuente_el_saz_de_jarama/madrid
7732,28597,fuentiduena_de_tajo/madrid
7733,28420,galapagar/madrid
7737,28250,torrelodones/madrid
7738,28260,galapagar/madrid
7739,28739,garganta_de_los_montes/madrid
7743,28905,getafe/madrid
7744,28907,getafe/madrid
7745,28906,getafe/madrid
7746,28903,getafe/madrid
7747,28902,getafe/madrid
7748,28901,getafe/madrid
7749,28909,getafe/madrid
7750,28904,getafe/madrid
7751,28971,grinon/madrid
7752,28794,guadalix_de_la_sierra/madrid
7753,28480,guadarrama/madrid
7755,28440,guadarrama/madrid
7756,28191,la_hiruela/madrid
7759,28240,hoyo_de_manzanares/madrid
7760,28248,hoyo_de_manzanares/madrid
7761,28970,humanes_de_madrid/madrid
7762,28917,leganes/madrid
7763,28914,leganes/madrid
7764,28919,leganes/madrid
7765,28918,leganes/madrid
7766,28913,leganes/madrid
7767,28912,leganes/madrid
7768,28911,leganes/madrid
7769,28915,leganes/madrid
7770,28916,leganes/madrid
7771,28890,loeches/madrid
7774,28030,madrid/madrid
7775,28041,madrid/madrid
7776,28040,madrid/madrid
7777,28039,madrid/madrid
7778,28038,madrid/madrid
7779,28037,madrid/madrid
7780,28036,madrid/madrid
7781,28035,madrid/madrid
7782,28034,madrid/madrid
7783,28032,madrid/madrid
7784,28031,madrid/madrid
7785,28042,madrid/madrid
7786,28033,madrid/madrid
7787,28043,madrid/madrid
7788,28010,madrid/madrid
7789,28044,madrid/madrid
7790,28045,madrid/madrid
7791,28046,madrid/madrid
7792,28047,madrid/madrid
7793,28048,madrid/madrid
7794,28049,madrid/madrid
7795,28050,madrid/madrid
7796,28051,madrid/madrid
7797,28052,madrid/madrid
7798,28053,madrid/madrid
7799,28055,madrid/madrid
7800,28029,madrid/madrid
7801,28054,madrid/madrid
7802,28005,madrid/madrid
7803,28028,madrid/madrid
7805,28001,madrid/madrid
7806,28002,madrid/madrid
7807,28004,madrid/madrid
7808,28006,madrid/madrid
7809,28007,madrid/madrid
7810,28008,madrid/madrid
7811,28009,madrid/madrid
7812,28012,madrid/madrid
7813,28011,madrid/madrid
7814,28013,madrid/madrid
7815,28014,madrid/madrid
7816,28022,madrid/madrid
7817,28026,madrid/madrid
7818,28025,madrid/madrid
7819,28024,madrid/madrid
7820,28003,madrid/madrid
7821,28015,madrid/madrid
7822,28027,madrid/madrid
7823,28021,madrid/madrid
7824,28020,madrid/madrid
7825,28019,madrid/madrid
7826,28018,madrid/madrid
7827,28017,madrid/madrid
7828,28016,madrid/madrid
7829,28023,madrid/madrid
7830,28221,majadahonda/madrid
7831,28222,majadahonda/madrid
7832,28220,majadahonda/madrid
7833,28410,manzanares_el_real/madrid
7836,28880,meco/madrid
7837,28840,mejorada_del_campo/madrid
7838,28792,miraflores_de_la_sierra/madrid
7839,28460,los_molinos/madrid
7841,28950,moraleja_de_enmedio/madrid
7842,28411,moralzarzal/madrid
7843,28530,morata_de_tajuna/madrid
7844,28934,mostoles/madrid
7845,28938,mostoles/madrid
7846,28935,mostoles/madrid
7847,28936,mostoles/madrid
7848,28937,mostoles/madrid
7849,28932,mostoles/madrid
7850,28931,mostoles/madrid
7852,28933,mostoles/madrid
7853,28491,navacerrada/madrid
7854,28729,navalafuente/madrid
7855,28210,navalagamella/madrid
7858,28600,navalcarnero/madrid
7860,28695,navas_del_rey/madrid
7861,28514,nuevo_baztan/madrid
7862,28515,olmeda_de_las_fuentes/madrid
7863,28570,orusco_de_tajuna/madrid
7864,28860,paracuellos_de_jarama/madrid
7865,28861,paracuellos_de_jarama/madrid
7866,28862,paracuellos_de_jarama/madrid
7867,28980,parla/madrid
7868,28981,parla/madrid
7869,28982,parla/madrid
7870,28983,parla/madrid
7871,28984,parla/madrid
7873,28723,pedrezuela/madrid
7874,28696,pelayos_de_la_presa/madrid
7875,28540,perales_de_tajuna/madrid
7876,28812,pezuela_de_las_torres/madrid
7877,28749,pinilla_del_valle/madrid
7878,28320,pinto/madrid
7880,28223,pozuelo_de_alarcon/madrid
7881,28224,pozuelo_de_alarcon/madrid
7882,28813,pozuelo_del_rey/madrid
7885,28693,quijorna/madrid
7886,28740,rascafria/madrid
7890,28521,rivas_vaciamadrid/madrid
7891,28522,rivas_vaciamadrid/madrid
7892,28523,rivas_vaciamadrid/madrid
7893,28524,rivas_vaciamadrid/madrid
7894,28529,rivas_vaciamadrid/madrid
7896,28294,robledo_de_chavela/madrid
7898,28231,las_rozas/madrid
7899,28290,las_rozas/madrid
7900,28232,las_rozas/madrid
7901,28649,rozas_de_puerto_real/madrid
7903,28830,san_fernando_de_henares/madrid
7904,28200,san_lorenzo_de_el_escorial/madrid
7906,28330,san_martin_de_la_vega/madrid
7907,28680,san_martin_de_valdeiglesias/madrid
7908,28702,san_sebastian_de_los_reyes/madrid
7909,28709,san_sebastian_de_los_reyes/madrid
7910,28708,san_sebastian_de_los_reyes/madrid
7912,28703,san_sebastian_de_los_reyes/madrid
7913,28701,san_sebastian_de_los_reyes/madrid
7914,28700,san_sebastian_de_los_reyes/madrid
7915,28706,san_sebastian_de_los_reyes/madrid
7916,28296,santa_maria_de_la_alameda/madrid
7917,28297,santa_maria_de_la_alameda/madrid
7919,28817,los_santos_de_la_humosa/madrid
7921,28979,serranillos_del_valle/madrid
7922,28609,sevilla_la_nueva/madrid
7923,28756,somosierra/madrid
7924,28791,soto_del_real/madrid
7925,28160,talamanca_de_jarama/madrid
7926,28550,tielmes/madrid
7927,28359,titulcia/madrid
7928,28850,torrejon_de_ardoz/madrid
7929,28991,torrejon_de_la_calzada/madrid
7930,28990,torrejon_de_velasco/madrid
7931,28180,torrelaguna/madrid
7935,28594,valdaracete/madrid
7937,28391,valdelaguna/madrid
7939,28295,valdemaqueda/madrid
7941,28340,valdemoro/madrid
7942,28130,valdeolmos_alalpardo/madrid
7943,28170,valdepielagos/madrid
7944,28150,valdetorres_de_jarama/madrid
7945,28511,valdilecha/madrid
7947,28891,velilla_de_san_antonio/madrid
7948,28722,el_vellon/madrid
7950,28360,villaconejos/madrid
7951,28630,villa_del_prado/madrid
7952,28810,villalbilla/madrid
7953,28598,villamanrique_de_tajo/madrid
7954,28610,villamanta/madrid
7956,28691,villanueva_de_la_canada/madrid
7957,28692,villanueva_de_la_canada/madrid
7958,28229,villanueva_del_pardillo/madrid
7960,28512,villar_del_olmo/madrid
7962,28590,villarejo_de_salvanes/madrid
7963,28670,villaviciosa_de_odon/madrid
7965,28293,zarzalejo/madrid
7966,28752,lozoyuela_navas_sieteiglesias/madrid
7967,28753,lozoyuela_navas_sieteiglesias/madrid
7968,28754,lozoyuela_navas_sieteiglesias/madrid
7969,28195,puentes_viejas/madrid
7970,28196,puentes_viejas/madrid
7972,28760,tres_cantos/madrid
7974,29530,alameda/malaga
7975,29711,alcaucin/malaga
7976,29713,alcaucin/malaga
7977,29194,alfarnate/malaga
7979,29750,algarrobo/malaga
7980,29491,algatocin/malaga
7981,29130,alhaurin_de_la_torre/malaga
7982,29120,alhaurin_el_grande/malaga
7983,29718,almachar/malaga
7984,29330,almargen/malaga
7985,29150,almogia/malaga
7986,29510,alora/malaga
7987,29552,alora/malaga
7988,29593,alora/malaga
7989,29500,alora/malaga
7990,29567,alozaina/malaga
7991,29460,alpandeire/malaga
7992,29540,antequera/malaga
7993,29200,antequera/malaga
7994,29230,antequera/malaga
7995,29250,antequera/malaga
7996,29260,antequera/malaga
7997,29314,antequera/malaga
7998,29753,archez/malaga
7999,29300,archidona/malaga
8002,29315,archidona/malaga
8003,29550,ardales/malaga
8007,29350,arriate/malaga
8008,29494,atajate/malaga
8009,29493,benadalid/malaga
8010,29679,benahavis/malaga
8012,29630,benalmadena/malaga
8013,29631,benalmadena/malaga
8014,29639,benalmadena/malaga
8016,29719,benamocarra/malaga
8017,29370,benaojan/malaga
8018,29490,benarraba/malaga
8020,29420,el_burgo/malaga
8021,29320,campillos/malaga
8022,29716,canillas_de_aceituno/malaga
8024,29755,canillas_de_albaida/malaga
8025,29340,canete_la_real/malaga
8026,29551,carratraca/malaga
8027,29452,cartajima/malaga
8028,29010,malaga/malaga
8030,29580,cartama/malaga
8031,29569,cartama/malaga
8032,29570,cartama/malaga
8033,29160,casabermeja/malaga
8034,29566,casarabonela/malaga
8035,29690,casares/malaga
8036,29692,casares/malaga
8037,29100,coin/malaga
8038,29170,colmenar/malaga
8039,29195,comares/malaga
8040,29754,competa/malaga
8041,29380,cortes_de_la_frontera/malaga
8042,29391,cortes_de_la_frontera/malaga
8044,29220,cuevas_bajas/malaga
8045,29470,cuevas_del_becerro/malaga
8046,29210,cuevas_de_san_marcos/malaga
8048,29688,estepona/malaga
8050,29689,estepona/malaga
8051,29680,estepona/malaga
8052,29693,estepona/malaga
8053,29461,farajan/malaga
8054,29788,frigiliana/malaga
8055,29789,frigiliana/malaga
8056,29640,fuengirola/malaga
8057,29520,fuente_de_piedra/malaga
8058,29480,gaucin/malaga
8059,29492,genalguacil/malaga
8060,29108,guaro/malaga
8061,29531,humilladero/malaga
8062,29533,humilladero/malaga
8063,29440,igualeja/malaga
8064,29611,istan/malaga
8065,29792,iznate/malaga
8066,29392,jimera_de_libar/malaga
8068,29462,juzcar/malaga
8069,29791,macharaviaya/malaga
8070,29591,malaga/malaga
8071,29016,malaga/malaga
8072,29017,malaga/malaga
8073,29018,malaga/malaga
8074,29140,malaga/malaga
8075,29190,malaga/malaga
8077,29196,malaga/malaga
8078,29197,malaga/malaga
8079,29590,malaga/malaga
8080,29620,malaga/malaga
8081,29015,malaga/malaga
8083,29001,malaga/malaga
8084,29014,malaga/malaga
8085,29720,malaga/malaga
8086,29002,malaga/malaga
8087,29003,malaga/malaga
8088,29004,malaga/malaga
8089,29005,malaga/malaga
8090,29006,malaga/malaga
8091,29008,malaga/malaga
8092,29009,malaga/malaga
8094,29011,malaga/malaga
8095,29012,malaga/malaga
8096,29013,malaga/malaga
8097,29007,malaga/malaga
8099,29691,manilva/malaga
8100,29601,marbella/malaga
8101,29670,marbella/malaga
8102,29660,marbella/malaga
8103,29604,marbella/malaga
8104,29602,marbella/malaga
8105,29603,marbella/malaga
8106,29651,mijas/malaga
8109,29649,mijas/malaga
8110,29650,mijas/malaga
8111,29738,moclinejo/malaga
8112,29532,mollina/malaga
8113,29110,monda/malaga
8114,29360,montejaque/malaga
8115,29780,nerja/malaga
8116,29787,nerja/malaga
8117,29610,ojen/malaga
8119,29451,parauta/malaga
8120,29710,periana/malaga
8121,29560,pizarra/malaga
8124,29450,pujerra/malaga
8127,29730,rincon_de_la_victoria/malaga
8128,29180,riogordo/malaga
8129,29394,ronda/malaga
8130,29400,ronda/malaga
8131,29430,ronda/malaga
8132,29471,ronda/malaga
8133,29714,salares/malaga
8134,29752,sayalonga/malaga
8136,29715,sedella/malaga
8138,29328,sierra_de_yeguas/malaga
8139,29329,sierra_de_yeguas/malaga
8140,29327,teba/malaga
8141,29109,tolox/malaga
8142,29770,torrox/malaga
8143,29793,torrox/malaga
8146,29240,valle_de_abdalajis/malaga
8149,29790,velez_malaga/malaga
8150,29751,velez_malaga/malaga
8151,29760,velez_malaga/malaga
8152,29740,velez_malaga/malaga
8155,29700,velez_malaga/malaga
8156,29749,velez_malaga/malaga
8157,29311,villanueva_de_algaidas/malaga
8158,29310,villanueva_de_algaidas/malaga
8159,29312,villanueva_del_rosario/malaga
8161,29313,villanueva_del_trabuco/malaga
8163,29712,vinuela/malaga
8166,29410,yunquera/malaga
8169,30626,abanilla/murcia
8170,30640,abanilla/murcia
8171,30648,abanilla/murcia
8172,30649,abanilla/murcia
8173,30550,abaran/murcia
8174,30559,abaran/murcia
8175,30880,aguilas/murcia
8176,30889,aguilas/murcia
8177,30190,albudeite/murcia
8178,30820,alcantarilla/murcia
8179,30859,aledo/murcia
8180,30560,alguazas/murcia
8181,30561,alguazas/murcia
8182,30840,alhama_de_murcia/murcia
8183,30600,archena/murcia
8184,30609,archena/murcia
8185,30130,beniel/murcia
8186,30540,blanca/murcia
8187,30180,bullas/murcia
8188,30189,bullas/murcia
8189,30420,calasparra/murcia
8190,30191,campos_del_rio/murcia
8191,30192,campos_del_rio/murcia
8192,30195,caravaca_de_la_cruz/murcia
8193,30413,caravaca_de_la_cruz/murcia
8194,30412,caravaca_de_la_cruz/murcia
8195,30400,caravaca_de_la_cruz/murcia
8196,30410,caravaca_de_la_cruz/murcia
8197,30411,caravaca_de_la_cruz/murcia
8198,30398,cartagena/murcia
8199,30384,cartagena/murcia
8201,30390,cartagena/murcia
8202,30391,cartagena/murcia
8203,30392,cartagena/murcia
8204,30393,cartagena/murcia
8205,30394,cartagena/murcia
8206,30395,cartagena/murcia
8207,30383,cartagena/murcia
8208,30397,cartagena/murcia
8209,30385,cartagena/murcia
8210,30399,cartagena/murcia
8211,30590,cartagena/murcia
8212,30593,cartagena/murcia
8213,30594,cartagena/murcia
8214,30835,cartagena/murcia
8215,30868,cartagena/murcia
8216,30396,cartagena/murcia
8217,30319,cartagena/murcia
8218,30201,cartagena/murcia
8219,30202,cartagena/murcia
8220,30203,cartagena/murcia
8221,30204,cartagena/murcia
8222,30205,cartagena/murcia
8223,30389,cartagena/murcia
8224,30310,cartagena/murcia
8225,30382,cartagena/murcia
8226,30330,cartagena/murcia
8227,30350,cartagena/murcia
8228,30380,cartagena/murcia
8229,30365,cartagena/murcia
8230,30366,cartagena/murcia
8231,30367,cartagena/murcia
8232,30368,cartagena/murcia
8233,30369,cartagena/murcia
8234,30381,cartagena/murcia
8235,30370,cartagena/murcia
