,ine_code,cities_es/province
8068,29065,juzcar/malaga
8069,29066,macharaviaya/malaga
8070,29067,malaga/malaga
8082,29067,cuevas_del_becerro/malaga
8098,29068,casares/malaga
8099,29068,manilva/malaga
8100,29069,marbella/malaga
8106,29070,mijas/malaga
8111,29071,moclinejo/malaga
8112,29072,mollina/malaga
8113,29073,monda/malaga
8114,29074,montejaque/malaga
8115,29075,nerja/malaga
8117,29076,ojen/malaga
8118,29076,malaga/malaga
8119,29077,parauta/malaga
8120,29079,periana/malaga
8121,29080,pizarra/malaga
8123,29080,cartama/malaga
8124,29081,pujerra/malaga
8125,29082,moclinejo/malaga
8126,29082,malaga/malaga
8127,29082,rincon_de_la_victoria/malaga
8128,29083,riogordo/malaga
8129,29084,ronda/malaga
8133,29085,salares/malaga
8134,29086,sayalonga/malaga
8135,29086,archez/malaga
8136,29087,sedella/malaga
8137,29087,benamocarra/malaga
8138,29088,sierra_de_yeguas/malaga
8140,29089,teba/malaga
8141,29090,tolox/malaga
8142,29091,torrox/malaga
8145,29092,malaga/malaga
8146,29093,valle_de_abdalajis/malaga
8147,29094,algarrobo/malaga
8148,29094,iznate/malaga
8149,29094,velez_malaga/malaga
8153,29094,benamocarra/malaga
8154,29094,almachar/malaga
8157,29095,villanueva_de_algaidas/malaga
8159,29096,villanueva_del_rosario/malaga
8160,29097,archidona/malaga
8161,29097,villanueva_del_trabuco/malaga
8162,29098,archidona/malaga
8163,29099,vinuela/malaga
8164,29099,alcaucin/malaga
8165,29099,benamocarra/malaga
8166,29100,yunquera/malaga
8167,29901,malaga/malaga
8168,29902,antequera/malaga
8169,30001,abanilla/murcia
8173,30002,abaran/murcia
8175,30003,aguilas/murcia
8177,30004,albudeite/murcia
8178,30005,alcantarilla/murcia
8179,30006,aledo/murcia
8180,30007,alguazas/murcia
8182,30008,alhama_de_murcia/murcia
8183,30009,archena/murcia
8185,30010,beniel/murcia
8186,30011,blanca/murcia
8187,30012,bullas/murcia
8189,30013,calasparra/murcia
8190,30014,campos_del_rio/murcia
8192,30015,caravaca_de_la_cruz/murcia
8198,30016,cartagena/murcia
8238,30017,cehegin/murcia
8241,30017,bullas/murcia
8242,30017,calasparra/murcia
8243,30018,ceuti/murcia
8245,30020,fortuna/murcia
8247,30020,abanilla/murcia
8249,30021,fuente_alamo_de_murcia/murcia
8255,30022,jumilla/murcia
8257,30022,pinoso/alicante
8259,30023,librilla/murcia
8260,30024,lorca/murcia
8270,30024,aguilas/murcia
8278,30025,lorqui/murcia
8279,30026,mazarron/murcia
8280,30026,cartagena/murcia
8281,30026,lorca/murcia
8287,30026,fuente_alamo_de_murcia/murcia
8289,30027,molina_de_segura/murcia
8294,30028,caravaca_de_la_cruz/murcia
8296,30028,moratalla/murcia
8303,30029,mula/murcia
8307,30030,murcia/murcia
8326,30030,cartagena/murcia
8336,30030,lorca/murcia
8366,30030,alicante/alicante
8368,30031,ojos/murcia
8369,30032,pliego/murcia
8371,30033,lorca/murcia
8372,30033,puerto_lumbreras/murcia
8373,30034,ricote/murcia
8374,30035,cartagena/murcia
8377,30035,murcia/murcia
8378,30035,san_javier/murcia
8382,30036,san_pedro_del_pinatar/murcia
8384,30037,murcia/murcia
8385,30037,torre_pacheco/murcia
8389,30037,san_javier/murcia
8391,30038,las_torres_de_cotillas/murcia
8392,30039,murcia/murcia
8393,30039,mazarron/murcia
8394,30039,aledo/murcia
8395,30040,ulea/murcia
8397,30041,la_union/murcia
8399,30041,cartagena/murcia
8400,30042,villanueva_del_rio_segura/murcia
8401,30043,pinoso/murcia
8402,30043,yecla/murcia
8403,30901,santomera/murcia
8406,30901,fortuna/murcia
8407,30902,torre_pacheco/murcia
8408,31001,abaigar/navarra
8409,31002,abarzuza/navarra
8410,31003,abaurregaina/navarra
8411,31004,abaurregaina/navarra
8412,31005,aberin/navarra
8414,31006,ablitas/navarra
8415,31007,adios/navarra
8416,31008,aguilar_de_codes/navarra
8417,31009,aibar/navarra
8418,31010,altsasu/navarra
8419,31011,allin/navarra
8421,31012,allo/navarra
8422,31013,amescoa_baja/navarra
8423,31014,abaigar/navarra
8424,31014,ancin/navarra
8425,31015,andosilla/navarra
8426,31016,pamplona/navarra
8427,31017,anue/navarra
8428,31018,anorbe/navarra
8429,31019,aoiz/navarra
8430,31020,araitz/navarra
8431,31021,aranarache/navarra
8432,31022,arantza/navarra
8433,31023,aranguren/navarra
8434,31024,arano/navarra
8435,31025,arakil/navarra
8439,31026,aras/navarra
8440,31027,arbizu/navarra
8441,31028,arce/navarra
8444,31029,los_arcos/navarra
8445,31030,arellano/navarra
8446,31031,areso/navarra
8447,31032,arguedas/navarra
8448,31033,aria/navarra
8449,31034,aria/navarra
8450,31035,aguilar_de_codes/navarra
8451,31036,arroniz/navarra
8452,31037,arruazu/navarra
8453,31038,artajona/navarra
8454,31039,artazu/navarra
8455,31040,atez/navarra
8456,31040,arakil/navarra
8457,31041,ayegui/navarra
8459,31042,azagra/navarra
8460,31043,aguilar_de_codes/navarra
8461,31044,bakaiku/navarra
8462,31045,barasoain/navarra
8463,31046,arroniz/navarra
8464,31047,bargota/navarra
8465,31048,ablitas/navarra
8466,31049,basaburua/navarra
8468,31050,baztan/navarra
8477,31051,beire/navarra
8478,31052,belascoain/navarra
8479,31053,berbinzana/navarra
8480,31054,baztan/navarra
8481,31054,bertizarana/navarra
8483,31055,betelu/navarra
8484,31056,biurrun_olcoz/navarra
8485,31057,bunuel/navarra
8486,31058,auritz/navarra
8487,31059,burgui/navarra
8488,31060,burlada/navarra
8489,31061,bargota/navarra
8490,31062,cabanillas/navarra
8491,31063,cabredo/navarra
8492,31064,cadreita/navarra
8493,31065,caparroso/navarra
8495,31066,carcar/navarra
8496,31067,carcastillo/navarra
8498,31068,cascante/navarra
8499,31069,caseda/navarra
8501,31070,castejon/navarra
8503,31071,castillonuevo/navarra
8504,31072,cintruenigo/navarra
8505,31073,ziordia/navarra
8506,31074,cirauqui/navarra
8507,31075,belascoain/navarra
8508,31076,belascoain/navarra
8509,31076,cizur/navarra
8510,31077,corella/navarra
8511,31078,cortes/navarra
8512,31079,bargota/navarra
8513,31080,arellano/navarra
8514,31081,donamaria/navarra
8515,31082,etxalar/navarra
8516,31083,belascoain/navarra
8517,31084,etxarri_aranatz/navarra
8518,31085,belascoain/navarra
8519,31086,aranguren/navarra
8520,31086,valle_de_egues/navarra
8523,31087,elgorriaga/navarra
8524,31088,noain_/navarra
8527,31089,adios/navarra
8528,31090,eratsun/navarra
8529,31091,ergoiena/navarra
8530,31092,erro/navarra
8537,31093,ezcaroz/navarra
8538,31094,eslava/navarra
8539,31095,esparza_de_salazar/navarra
8540,31096,aguilar_de_codes/navarra
8541,31097,estella_lizarra/navarra
8542,31098,esteribar/navarra
8543,31098,erro/navarra
8547,31099,ancin/navarra
8548,31100,aranarache/navarra
8549,31101,ezcabarte/navarra
8551,31102,ezkurra/navarra
8552,31102,baztan/navarra
8553,31103,ezprogui/navarra
8555,31104,falces/navarra
8556,31105,fitero/navarra
8557,31106,fontellas/navarra
8558,31107,funes/navarra
8559,31108,fustinana/navarra
8560,31109,galar/navarra
8561,31110,gallipienzo/navarra
8562,31111,gallues/navarra
8563,31112,abaurregaina/navarra
8564,31113,garde/navarra
8565,31114,barasoain/navarra
8566,31115,garralda/navarra
8567,31116,cabredo/navarra
8568,31117,arano/navarra
8569,31118,goni/navarra
8570,31119,guesa/navarra
8571,31120,guesalaz/navarra
8574,31121,belascoain/navarra
8575,31121,guesalaz/navarra
8576,31122,valle_de_egues/navarra
8577,31123,arruazu/navarra
8578,31124,ibargoiti/navarra
8580,31125,allin/navarra
8581,31125,arroniz/navarra
8582,31126,arakil/navarra
8583,31126,basaburua/navarra
8584,31127,arakil/navarra
8585,31128,isaba/navarra
8586,31129,ituren/navarra
8587,31130,bakaiku/navarra
8588,31131,goni/navarra
8589,31131,iza/navarra
8590,31131,arakil/navarra
8593,31132,izagaondoa/navarra
8594,31133,izalzu/navarra
8595,31134,jaurrieta/navarra
8596,31135,javier/navarra
8598,31136,atez/navarra
8599,31136,ezcabarte/navarra
8600,31136,iza/navarra
8601,31137,beintza_labaien/navarra
8602,31138,lakuntza/navarra
8603,31139,lana/navarra
8604,31140,anue/navarra
8605,31141,cabredo/navarra
8606,31142,larraga/navarra
8607,31143,larraona/navarra
8608,31144,larraun/navarra
8611,31144,araitz/navarra
8612,31145,lazagurria/navarra
8613,31146,aibar/navarra
8614,31147,legarda/navarra
8615,31148,ancin/navarra
8616,31149,leitza/navarra
8617,31150,eslava/navarra
8618,31150,barasoain/navarra
8619,31151,eslava/navarra
8620,31152,lerin/navarra
8621,31153,lesaka/navarra
8623,31154,lezaun/navarra
8624,31155,liedena/navarra
8625,31156,lizoain_arriasgoiti/navarra
8629,31157,lodosa/navarra
8630,31158,arce/navarra
8633,31159,lumbier/navarra
8634,31160,arroniz/navarra
8635,31161,maneru/navarra
8636,31162,cabredo/navarra
8637,31163,marcilla/navarra
8638,31164,melida/navarra
8639,31165,mendavia/navarra
8640,31166,mendaza/navarra
8642,31167,mendigorria/navarra
8643,31168,allin/navarra
8644,31169,milagro/navarra
8645,31170,mendaza/navarra
8646,31171,miranda_de_arga/navarra
8647,31171,ablitas/navarra
8648,31172,monreal/navarra
8649,31173,monteagudo/navarra
8650,31174,aberin/navarra
8651,31175,mendaza/navarra
8652,31176,murchante/navarra
8653,31177,abaigar/navarra
8654,31178,murillo_el_cuende/navarra
8657,31179,murillo_el_fruto/navarra
8658,31180,muruzabal/navarra
8659,31181,navascues/navarra
8660,31181,gallues/navarra
8661,31181,castillonuevo/navarra
8662,31182,mendaza/navarra
8663,31183,obanos/navarra
8664,31184,ancin/navarra
8665,31185,ochagavia/navarra
8666,31186,ezcabarte/navarra
8667,31186,arakil/navarra
8668,31187,oiz/navarra
8669,31188,ezcabarte/navarra
8670,31189,ziordia/navarra
8671,31190,ancin/navarra
8672,31191,olite/navarra
8673,31192,barasoain/navarra
8674,31192,oloriz/navarra
8675,31193,iza/navarra
8676,31193,cendea_de_olza/navarra
8678,31194,goni/navarra
8679,31195,orbaizeta/navarra
8680,31196,aria/navarra
8681,31197,barasoain/navarra
8682,31198,gallues/navarra
8683,31199,arce/navarra
8684,31200,oteiza/navarra
8685,31201,pamplona/navarra
8700,31202,peralta/navarra
8701,31203,petilla_de_aragon/zaragoza
8702,31203,petilla_de_aragon/navarra
8703,31204,mendaza/navarra
8704,31205,pitillas/navarra
8705,31206,puente_la_reina/navarra
8706,31207,pueyo/navarra
8707,31208,ribaforada/navarra
8708,31209,castillonuevo/navarra
8709,31210,roncal/navarra
8710,31211,orreaga/navarra
8711,31213,saldias/navarra
8712,31214,guesalaz/navarra
8713,31215,san_adrian/navarra
8714,31216,sanguesa/navarra
8715,31216,javier/navarra
8716,31217,san_martin_de_unx/navarra
8717,31219,sansol/navarra
8718,31220,santacara/navarra
8719,31221,doneztebe/navarra
8720,31222,gallues/navarra
8721,31223,sartaguda/navarra
8722,31224,sesma/navarra
8723,31225,mendaza/navarra
8724,31226,sunbilla/navarra
8725,31227,tafalla/navarra
8726,31228,tiebas_muruarte_de_reta/navarra
8727,31228,biurrun_olcoz/navarra
8728,31229,anorbe/navarra
8729,31230,mendaza/navarra
8730,31230,aguilar_de_codes/navarra
8731,31231,bargota/navarra
8732,31232,tudela/navarra
8733,31233,monteagudo/navarra
8734,31234,anorbe/navarra
8735,31235,ujue/navarra
8736,31236,ultzama/navarra
8737,31236,ezcabarte/navarra
8738,31237,unciti/navarra
8739,31237,ibargoiti/navarra
8740,31238,oloriz/navarra
8741,31239,urdazubi/navarra
8743,31240,bakaiku/navarra
8744,31241,urraul_alto/navarra
8745,31241,castillonuevo/navarra
8746,31242,urraul_bajo/navarra
8748,31242,urraul_alto/navarra
8749,31243,urroz_villa/navarra
8750,31244,urroz/navarra
8751,31245,urzainqui/navarra
8752,31246,legarda/navarra
8753,31247,uztarroz/navarra
8754,31248,luzaide/navarra
8756,31249,valtierra/navarra
8757,31250,bera/navarra
8758,31250,lesaka/navarra
8759,31251,viana/navarra
8760,31252,vidangoz/navarra
8761,31253,belascoain/navarra
8762,31254,villafranca/navarra
8763,31255,villamayor_de_monjardin/navarra
8764,31256,aria/navarra
8765,31257,villatuerta/navarra
8766,31257,aberin/navarra
8767,31258,villava/navarra
8768,31259,arantza/navarra
8769,31260,lezaun/navarra
8770,31260,aberin/navarra
8771,31260,valle_de_yerri/navarra
8772,31260,guesalaz/navarra
8773,31260,allin/navarra
8774,31261,yesa/navarra
8775,31262,belascoain/navarra
8776,31263,zubieta/navarra
8777,31264,zugarramurdi/navarra
8778,31265,zuniga/navarra
8779,31901,pamplona/navarra
8780,31902,pamplona/navarra
8781,31902,berrioplano/navarra
8782,31903,berrioplano/navarra
8783,31903,pamplona/navarra
8784,31904,irurtzun/navarra
8785,31905,galar/navarra
8786,31906,orkoien/navarra
8787,31907,zizur_mayor/navarra
8788,31908,lekunberri/navarra
8789,32001,allariz/ourense
8797,32002,amoeiro/ourense
8801,32003,a_arnoia/ourense
8802,32004,avion/ourense
8803,32005,baltar/ourense
8806,32006,bande/ourense
8815,32007,banos_de_molgas/ourense
8819,32008,barbadas/ourense
8822,32008,ourense/ourense
8825,32009,o_barco_de_valdeorras/ourense
8831,32010,beade/ourense
8833,32011,avion/ourense
8834,32012,baltar/ourense
8835,32012,os_blancos/ourense
8836,32013,boboras/ourense
8837,32013,avion/ourense
8846,32014,a_bola/ourense
8847,32015,o_bolo/ourense
8852,32016,calvos_de_randin/ourense
8854,32016,baltar/ourense
8857,32017,carballeda_de_valdeorras/ourense
8865,32018,carballeda_de_avia/ourense
8871,32019,o_carballino/ourense
8878,32020,cartelle/ourense
8886,32021,castrelo_do_val/ourense
8890,32022,castrelo_de_mino/ourense
8891,32023,castro_caldelas/ourense
8898,32024,celanova/ourense
8902,32024,cartelle/ourense
8906,32025,cenlle/ourense
8909,32026,coles/ourense
8913,32027,cortegada/ourense
8916,32028,cualedro/ourense
8919,32029,chandrexa_de_queixa/ourense
8921,32029,castro_caldelas/ourense
8924,32030,entrimo/ourense
8928,32031,esgos/ourense
8930,32032,xinzo_de_limia/ourense
8933,32032,baltar/ourense
8937,32033,gomesende/ourense
8938,32034,a_gudina/ourense
8943,32035,o_irixo/ourense
8946,32035,boboras/ourense
8950,32036,xunqueira_de_ambia/ourense
8953,32037,xunqueira_de_espadanedo/ourense
8954,32037,esgos/ourense
8956,32038,o_bolo/ourense
8957,32038,larouco/ourense
8960,32039,laza/ourense
8964,32040,leiro/ourense
8970,32041,lobeira/ourense
8971,32041,bande/ourense
8976,32042,entrimo/ourense
8977,32042,lobios/ourense
8983,32043,maceda/ourense
8985,32043,xunqueira_de_espadanedo/ourense
8989,32043,esgos/ourense
8990,32044,o_bolo/ourense
8991,32044,manzaneda/ourense
8996,32045,o_carballino/ourense
8999,32045,maside/ourense
9004,32046,melon/ourense
9006,32047,celanova/ourense
9007,32047,a_merca/ourense
9010,32048,a_mezquita/ourense
9014,32049,montederramo/ourense
9016,32049,castro_caldelas/ourense
9017,32049,maceda/ourense
9018,32050,castrelo_do_val/ourense
9019,32050,monterrei/ourense
9021,32051,muinos/ourense
9025,32052,a_arnoia/ourense
9026,32052,nogueira_de_ramuin/ourense
9028,32052,esgos/ourense
9034,32053,oimbra/ourense
9036,32054,barbadas/ourense
9037,32054,ourense/ourense
9040,32054,amoeiro/ourense
9052,32055,paderne_de_allariz/ourense
9055,32056,padrenda/ourense
9061,32057,parada_de_sil/ourense
9062,32057,maceda/ourense
9068,32058,esgos/ourense
9069,32058,o_pereiro_de_aguiar/ourense
9072,32059,a_peroxa/ourense
9073,32059,coles/ourense
9078,32060,larouco/ourense
9080,32060,petin/ourense
9081,32060,o_bolo/ourense
9082,32061,pinor/ourense
9085,32062,porqueira/ourense
9087,32062,calvos_de_randin/ourense
9089,32063,a_pobra_de_trives/ourense
9092,32063,chandrexa_de_queixa/ourense
9093,32063,manzaneda/ourense
9094,32064,pontedeva/ourense
9095,32065,punxin/ourense
9096,32065,a_gudina/ourense
9098,32065,maside/ourense
9100,32066,quintela_de_leirado/ourense
9101,32067,rairiz_de_veiga/ourense
9105,32068,ramiras/ourense
9106,32068,celanova/ourense
9108,32069,ribadavia/ourense
9111,32069,carballeda_de_avia/ourense
9112,32069,a_arnoia/ourense
9114,32069,a_bola/ourense
9115,32070,san_xoan_de_rio/ourense
9116,32070,castro_caldelas/ourense
9118,32071,monterrei/ourense
9119,32071,castrelo_do_val/ourense
9120,32071,rios/ourense
9121,32072,a_rua/ourense
9122,32072,o_bolo/ourense
9124,32073,rubia/ourense
9128,32073,carballeda_de_valdeorras/ourense
9129,32074,san_amaro/ourense
9130,32074,o_carballino/ourense
9132,32075,ourense/ourense
9133,32075,san_cibrao_das_vinas/ourense
9137,32076,san_cristovo_de_cea/ourense
9141,32076,pinor/ourense
9145,32077,sandias/ourense
9147,32078,xinzo_de_limia/ourense
9149,32078,sarreaus/ourense
9150,32079,allariz/ourense
9151,32079,taboadela/ourense
9152,32080,castro_caldelas/ourense
9153,32080,a_teixeira/ourense
9154,32081,barbadas/ourense
9158,32082,xinzo_de_limia/ourense
9159,32082,sarreaus/ourense
9161,32082,trasmiras/ourense
9162,32083,o_bolo/ourense
9163,32083,a_veiga/ourense
9169,32084,verea/ourense
9170,32085,xinzo_de_limia/ourense
9171,32085,verin/ourense
9172,32085,oimbra/ourense
9178,32086,viana_do_bolo/ourense
9186,32086,a_pobra_de_trives/ourense
9188,32087,vilamarin/ourense
9189,32087,san_cristovo_de_cea/ourense
9190,32087,a_peroxa/ourense
9193,32088,vilamartin_de_valdeorras/ourense
9194,32088,o_barco_de_valdeorras/ourense
9198,32089,banos_de_molgas/ourense
9200,32090,vilar_de_santos/ourense
9202,32091,rios/ourense
9204,32091,vilardevos/ourense
9206,32092,a_gudina/ourense
9207,32092,viana_do_bolo/ourense
9209,33001,allande/asturias
9216,33002,aller/asturias
9230,33003,amieva/asturias
9232,33004,aviles/asturias
9241,33005,belmonte_de_miranda/asturias
9253,33006,bimenes/asturias
9255,33007,boal/asturias
9265,33008,cabrales/asturias
9267,33009,cabranes/asturias
9269,33010,candamo/asturias
9273,33011,cangas_del_narcea/asturias
9281,33011,allande/asturias
9282,33012,cangas_de_onis/asturias
9287,33013,caravia/asturias
9289,33014,carreno/asturias
9295,33015,caso/asturias
9298,33016,castrillon/asturias
9300,33016,salinas/asturias
9301,33016,candamo/asturias
9303,33016,aviles/asturias
9307,33017,castropol/asturias
9312,33018,coana/asturias
9317,33018,boal/asturias
9318,33019,colunga/asturias
9329,33020,corvera_de_asturias/asturias
9331,33020,castrillon/asturias
9332,33020,aviles/asturias
9334,33021,cudillero/asturias
9340,33022,degana/asturias
9341,33022,cangas_del_narcea/asturias
9342,33023,el_franco/asturias
9348,33024,gijon/asturias
9372,33025,gozon/asturias
9375,33025,aviles/asturias
9376,33025,corvera_de_asturias/asturias
9378,33026,grado/asturias
9382,33026,belmonte_de_miranda/asturias
9383,33026,candamo/asturias
9384,33027,grandas_de_salime/asturias
9385,33028,ibias/asturias
9386,33028,cangas_del_narcea/asturias
9387,33028,degana/asturias
9388,33029,illano/asturias
9391,33030,illas/asturias
9392,33030,castrillon/asturias
9393,33030,candamo/asturias
9394,33031,langreo/asturias
9402,33032,laviana/asturias
9410,33033,lena/asturias
9422,33034,valdes/asturias
9437,33035,llanera/asturias
9440,33035,aviles/asturias
9447,33036,llanes/asturias
9456,33037,mieres/asturias
9457,33037,aller/asturias
9484,33038,morcin/asturias
9487,33039,muros_de_nalon/asturias
9489,33040,nava/asturias
9491,33040,cabranes/asturias
9492,33040,bimenes/asturias
9494,33041,navia/asturias
9495,33041,coana/asturias
9498,33042,norena/asturias
9499,33043,cangas_de_onis/asturias
9500,33044,oviedo/asturias
9510,33044,mieres/asturias
9521,33044,grado/asturias
9534,33045,llanes/asturias
9535,33045,parres/asturias
9538,33045,cangas_de_onis/asturias
9543,33046,penamellera_alta/asturias
9546,33047,penamellera_baja/asturias
9547,33048,pesoz/asturias
9550,33049,pilona/asturias
9553,33049,oviedo/asturias
9559,33050,amieva/asturias
9561,33051,pravia/asturias
9562,33051,oviedo/asturias
9565,33052,proaza/asturias
9568,33053,quiros/asturias
9569,33053,proaza/asturias
9572,33054,llanera/asturias
9573,33054,candamo/asturias
9574,33054,las_regueras/asturias
9575,33054,oviedo/asturias
9576,33055,nava/asturias
9577,33055,ribadedeva/asturias
9578,33056,ribadesella/asturias
9587,33057,oviedo/asturias
9588,33057,ribera_de_arriba/asturias
9592,33058,riosa/asturias
9593,33059,salas/asturias
9604,33059,belmonte_de_miranda/asturias
9605,33059,valdes/asturias
9608,33060,san_martin_del_rey_aurelio/asturias
9618,33061,pesoz/asturias
9619,33062,santa_eulalia_de_oscos/asturias
9621,33063,san_tirso_de_abres/asturias
9622,33064,quiros/asturias
9623,33065,sariego/asturias
9624,33066,sariego/asturias
9625,33066,siero/asturias
9628,33066,oviedo/asturias
9629,33066,cudillero/asturias
9632,33066,lugones/asturias
9639,33067,sobrescobio/asturias
9640,33068,somiedo/asturias
9642,33068,belmonte_de_miranda/asturias
9643,33069,soto_del_barco/asturias
9646,33069,oviedo/asturias
9648,33070,tapia_de_casariego/asturias
9649,33070,el_franco/asturias
9652,33071,taramundi/asturias
9654,33072,teverga/asturias
9655,33073,tineo/asturias
9659,33073,valdes/asturias
9663,33074,vegadeo/asturias
9664,33074,santa_eulalia_de_oscos/asturias
9665,33074,castropol/asturias
9667,33075,pesoz/asturias
9668,33076,villaviciosa/asturias
9670,33076,colunga/asturias
9675,33076,cabranes/asturias
9679,33077,villayon/asturias
9681,33078,grado/asturias
9682,34001,abarca_de_campos/palencia
9683,34003,abia_de_las_torres/palencia
9684,34004,aguilar_de_campoo/palencia
9685,34004,aguilar_de_campoo/burgos
9690,34004,rebolledo_de_la_torre/burgos
9691,34004,rebolledo_de_la_torre/palencia
9693,34005,alar_del_rey/palencia
9695,34005,rebolledo_de_la_torre/burgos
9696,34005,rebolledo_de_la_torre/palencia
9697,34006,alba_de_cerrato/palencia
9698,34009,amayuelas_de_arriba/palencia
9699,34010,ampudia/palencia
9702,34011,amusco/palencia
9704,34012,antiguedad/palencia
9705,34015,arconada/palencia
9706,34017,astudillo/palencia
9708,34018,ampudia/palencia
9709,34019,abarca_de_campos/palencia
9710,34020,ayuela/palencia
9711,34022,baltanas/palencia
9713,34023,venta_de_banos/palencia
9715,34024,baquerin_de_campos/palencia
9716,34025,barcena_de_campos/palencia
9717,34027,barruelo_de_santullan/palencia
9720,34028,bascones_de_ojeda/palencia
9721,34029,becerril_de_campos/palencia
9722,34031,belmonte_de_campos/palencia
9723,34032,berzosilla/cantabria
9725,34033,baquerin_de_campos/palencia
9726,34034,boadilla_del_camino/palencia
9727,34035,boadilla_de_rioseco/palencia
9728,34036,barruelo_de_santullan/palencia
9729,34037,buenavista_de_valdavia/palencia
9730,34037,ayuela/palencia
9731,34038,bustillo_de_la_vega/palencia
9732,34039,bustillo_del_paramo_de_carrion/palencia
9733,34041,calahorra_de_boedo/palencia
9734,34042,bustillo_del_paramo_de_carrion/palencia
9735,34045,baquerin_de_campos/palencia
9736,34046,cardenosa_de_volpejera/palencia
9737,34047,carrion_de_los_condes/palencia
9739,34048,castil_de_vela/palencia
9740,34049,castrejon_de_la_pena/palencia
9743,34050,castrillo_de_don_juan/palencia
9744,34051,alba_de_cerrato/palencia
9745,34052,castrillo_de_villavega/palencia
9746,34053,baquerin_de_campos/palencia
9747,34055,cardenosa_de_volpejera/palencia
9748,34056,cervera_de_pisuerga/palencia
9750,34056,aguilar_de_campoo/palencia
9753,34057,cevico_de_la_torre/palencia
9754,34058,cevico_navero/palencia
9755,34059,cisneros/palencia
9756,34060,antiguedad/palencia
9757,34061,bascones_de_ojeda/palencia
9758,34061,calahorra_de_boedo/palencia
9759,34062,congosto_de_valdavia/palencia
9761,34063,cordovilla_la_real/palencia
9762,34066,alba_de_cerrato/palencia
9763,34067,dehesa_de_montejo/palencia
9764,34067,cervera_de_pisuerga/palencia
9766,34068,bascones_de_ojeda/palencia
9767,34069,venta_de_banos/palencia
9768,34069,duenas/palencia
9769,34070,antiguedad/palencia
9770,34071,espinosa_de_villagonzalo/palencia
9771,34071,abia_de_las_torres/palencia
9772,34072,castil_de_vela/palencia
9773,34073,fresno_del_rio/palencia
9774,34074,fromista/palencia
9775,34076,fuentes_de_nava/palencia
9776,34077,amusco/palencia
9777,34079,grijota/palencia
9778,34080,guardo/palencia
9780,34080,congosto_de_valdavia/palencia
9781,34080,fresno_del_rio/palencia
9782,34081,castil_de_vela/palencia
9783,34082,cevico_navero/palencia
9784,34083,espinosa_de_villagonzalo/palencia
9785,34083,bascones_de_ojeda/palencia
9786,34083,herrera_de_pisuerga/palencia
9787,34084,cordovilla_la_real/palencia
9788,34086,hontoria_de_cerrato/palencia
9789,34087,baltanas/palencia
9790,34088,amusco/palencia
9791,34089,boadilla_del_camino/palencia
9792,34091,lagartos/palencia
9793,34091,boadilla_de_rioseco/palencia
9794,34092,boadilla_del_camino/palencia
9795,34093,la_vid_de_ojeda/palencia
9796,34094,lagartos/palencia
9797,34096,arconada/palencia
9798,34098,magaz_de_pisuerga/palencia
9799,34099,amayuelas_de_arriba/palencia
9800,34100,amayuelas_de_arriba/palencia
9801,34101,marcilla_de_campos/palencia
9802,34102,mazariegos/palencia
9803,34103,castil_de_vela/palencia
9804,34104,melgar_de_yuso/palencia
9805,34106,baquerin_de_campos/palencia
9806,34107,la_vid_de_ojeda/palencia
9807,34108,monzon_de_campos/palencia
9808,34108,amusco/palencia
9809,34109,boadilla_de_rioseco/palencia
9810,34110,cervera_de_pisuerga/palencia
9811,34112,nogal_de_las_huertas/palencia
9812,34113,calahorra_de_boedo/palencia
9813,34114,la_vid_de_ojeda/palencia
9814,34114,aguilar_de_campoo/palencia
9815,34114,alar_del_rey/palencia
9816,34116,boadilla_del_camino/palencia
9817,34120,ampudia/palencia
9818,34120,palencia/palencia
9824,34121,palenzuela/palencia
9825,34122,calahorra_de_boedo/palencia
9826,34123,paredes_de_nava/palencia
9827,34124,la_vid_de_ojeda/palencia
9828,34125,mazariegos/palencia
9829,34126,pedrosa_de_la_vega/palencia
9830,34126,bustillo_de_la_vega/palencia
9831,34127,becerril_de_campos/palencia
9832,34127,amayuelas_de_arriba/palencia
9833,34129,pino_del_rio/palencia
9835,34130,pina_de_campos/palencia
9836,34131,lagartos/palencia
9837,34132,arconada/palencia
9838,34133,alba_de_cerrato/palencia
9839,34134,cervera_de_pisuerga/palencia
9840,34135,aguilar_de_campoo/palencia
9843,34135,aguilar_de_campoo/burgos
9845,34136,pino_del_rio/palencia
9846,34137,lagartos/palencia
9847,34139,aguilar_de_campoo/palencia
9848,34140,buenavista_de_valdavia/palencia
9849,34141,quintana_del_puente/palencia
9850,34143,nogal_de_las_huertas/palencia
9851,34143,quintanilla_de_onsona/palencia
9852,34146,venta_de_banos/palencia
9853,34147,renedo_de_la_vega/palencia
9854,34149,marcilla_de_campos/palencia
9855,34151,respenda_de_la_pena/palencia
9857,34151,congosto_de_valdavia/palencia
9858,34152,revenga_de_campos/palencia
9859,34154,calahorra_de_boedo/palencia
9860,34155,amayuelas_de_arriba/palencia
9861,34156,cardenosa_de_volpejera/palencia
9862,34157,saldana/palencia
9864,34157,pino_del_rio/palencia
9866,34158,aguilar_de_campoo/palencia
9867,34158,barruelo_de_santullan/palencia
9868,34158,salinas_de_pisuerga/palencia
9869,34159,amayuelas_de_arriba/palencia
9870,34160,barruelo_de_santullan/palencia
9871,34160,cervera_de_pisuerga/palencia
9872,34161,abia_de_las_torres/palencia
