,,,,,,,,,,,,,,,,,,
DATA Postal code,Cities ES, Cities, Province ES, Province, Autonomous Community ES, Autonomous Community,Cities ES - Province ES,Cities ES - Province,Cities ES - CCAA ES,Cities ES - CCAA,Cities - Province ES,Cities - Province ES,Cities - Province ES,Cities - Province ES,Province ES - CCAA ES,Province ES - CCAA,Province - CCAA ES,Province - CCAA
24253,Valdefuentes del Páramo,Valdefuentes del Páramo,León,León,Castilla y León,Castilla y León,Valdefuentes del Páramo/León,Valdefuentes del Páramo/León,Valdefuentes del Páramo/Castilla y León,Valdefuentes del Páramo/Castilla y León,Valdefuentes del Páramo/León,Valdefuentes del Páramo/León,Valdefuentes del Páramo/Castilla y León,Valdefuentes del Páramo/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24257,Boñar,Boñar,León,León,Castilla y León,Castilla y León,Boñar/León,Boñar/León,Boñar/Castilla y León,Boñar/Castilla y León,Boñar/León,Boñar/León,Boñar/Castilla y León,Boñar/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24270,Carrizo,Carrizo,León,León,Castilla y León,Castilla y León,Carrizo/León,Carrizo/León,Carrizo/Castilla y León,Carrizo/Castilla y León,Carrizo/León,Carrizo/León,Carrizo/Castilla y León,Carrizo/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24271,Llamas de la Ribera,Llamas de la Ribera,León,León,Castilla y León,Castilla y León,Llamas de la Ribera/León,Llamas de la Ribera/León,Llamas de la Ribera/Castilla y León,Llamas de la Ribera/Castilla y León,Llamas de la Ribera/León,Llamas de la Ribera/León,Llamas de la Ribera/Castilla y León,Llamas de la Ribera/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24272,Cimanes del Tejar,Cimanes del Tejar,León,León,Castilla y León,Castilla y León,Cimanes del Tejar/León,Cimanes del Tejar/León,Cimanes del Tejar/Castilla y León,Cimanes del Tejar/Castilla y León,Cimanes del Tejar/León,Cimanes del Tejar/León,Cimanes del Tejar/Castilla y León,Cimanes del Tejar/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24273,Cimanes del Tejar,Cimanes del Tejar,León,León,Castilla y León,Castilla y León,Cimanes del Tejar/León,Cimanes del Tejar/León,Cimanes del Tejar/Castilla y León,Cimanes del Tejar/Castilla y León,Cimanes del Tejar/León,Cimanes del Tejar/León,Cimanes del Tejar/Castilla y León,Cimanes del Tejar/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24274,Rioseco de Tapia,Rioseco de Tapia,León,León,Castilla y León,Castilla y León,Rioseco de Tapia/León,Rioseco de Tapia/León,Rioseco de Tapia/Castilla y León,Rioseco de Tapia/Castilla y León,Rioseco de Tapia/León,Rioseco de Tapia/León,Rioseco de Tapia/Castilla y León,Rioseco de Tapia/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24275,Rioseco de Tapia,Rioseco de Tapia,León,León,Castilla y León,Castilla y León,Rioseco de Tapia/León,Rioseco de Tapia/León,Rioseco de Tapia/Castilla y León,Rioseco de Tapia/Castilla y León,Rioseco de Tapia/León,Rioseco de Tapia/León,Rioseco de Tapia/Castilla y León,Rioseco de Tapia/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24276,Santa María de Ordás,Santa María de Ordás,León,León,Castilla y León,Castilla y León,Santa María de Ordás/León,Santa María de Ordás/León,Santa María de Ordás/Castilla y León,Santa María de Ordás/Castilla y León,Santa María de Ordás/León,Santa María de Ordás/León,Santa María de Ordás/Castilla y León,Santa María de Ordás/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24277,Santa María de Ordás,Santa María de Ordás,León,León,Castilla y León,Castilla y León,Santa María de Ordás/León,Santa María de Ordás/León,Santa María de Ordás/Castilla y León,Santa María de Ordás/Castilla y León,Santa María de Ordás/León,Santa María de Ordás/León,Santa María de Ordás/Castilla y León,Santa María de Ordás/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24280,Benavides,Benavides,León,León,Castilla y León,Castilla y León,Benavides/León,Benavides/León,Benavides/Castilla y León,Benavides/Castilla y León,Benavides/León,Benavides/León,Benavides/Castilla y León,Benavides/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24281,Benavides,Benavides,León,León,Castilla y León,Castilla y León,Benavides/León,Benavides/León,Benavides/Castilla y León,Benavides/Castilla y León,Benavides/León,Benavides/León,Benavides/Castilla y León,Benavides/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24282,San Andrés del Rabanedo,San Andrés del Rabanedo,León,León,Castilla y León,Castilla y León,San Andrés del Rabanedo/León,San Andrés del Rabanedo/León,San Andrés del Rabanedo/Castilla y León,San Andrés del Rabanedo/Castilla y León,San Andrés del Rabanedo/León,San Andrés del Rabanedo/León,San Andrés del Rabanedo/Castilla y León,San Andrés del Rabanedo/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24283,Carrizo,Carrizo,León,León,Castilla y León,Castilla y León,Carrizo/León,Carrizo/León,Carrizo/Castilla y León,Carrizo/Castilla y León,Carrizo/León,Carrizo/León,Carrizo/Castilla y León,Carrizo/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24284,Turcia,Turcia,León,León,Castilla y León,Castilla y León,Turcia/León,Turcia/León,Turcia/Castilla y León,Turcia/Castilla y León,Turcia/León,Turcia/León,Turcia/Castilla y León,Turcia/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24285,Benavides,Benavides,León,León,Castilla y León,Castilla y León,Benavides/León,Benavides/León,Benavides/Castilla y León,Benavides/Castilla y León,Benavides/León,Benavides/León,Benavides/Castilla y León,Benavides/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24286,Hospital de Órbigo,Hospital de Órbigo,León,León,Castilla y León,Castilla y León,Hospital de Órbigo/León,Hospital de Órbigo/León,Hospital de Órbigo/Castilla y León,Hospital de Órbigo/Castilla y León,Hospital de Órbigo/León,Hospital de Órbigo/León,Hospital de Órbigo/Castilla y León,Hospital de Órbigo/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24287,Benavides,Benavides,León,León,Castilla y León,Castilla y León,Benavides/León,Benavides/León,Benavides/Castilla y León,Benavides/Castilla y León,Benavides/León,Benavides/León,Benavides/Castilla y León,Benavides/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24288,Villarejo de Órbigo,Villarejo de Órbigo,León,León,Castilla y León,Castilla y León,Villarejo de Órbigo/León,Villarejo de Órbigo/León,Villarejo de Órbigo/Castilla y León,Villarejo de Órbigo/Castilla y León,Villarejo de Órbigo/León,Villarejo de Órbigo/León,Villarejo de Órbigo/Castilla y León,Villarejo de Órbigo/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24290,Santa Cristina de Valmadrigal,Santa Cristina de Valmadrigal,León,León,Castilla y León,Castilla y León,Santa Cristina de Valmadrigal/León,Santa Cristina de Valmadrigal/León,Santa Cristina de Valmadrigal/Castilla y León,Santa Cristina de Valmadrigal/Castilla y León,Santa Cristina de Valmadrigal/León,Santa Cristina de Valmadrigal/León,Santa Cristina de Valmadrigal/Castilla y León,Santa Cristina de Valmadrigal/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24291,Matadeón de los Oteros,Matadeón de los Oteros,León,León,Castilla y León,Castilla y León,Matadeón de los Oteros/León,Matadeón de los Oteros/León,Matadeón de los Oteros/Castilla y León,Matadeón de los Oteros/Castilla y León,Matadeón de los Oteros/León,Matadeón de los Oteros/León,Matadeón de los Oteros/Castilla y León,Matadeón de los Oteros/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24292,Valverde-Enrique,Valverde-Enrique,León,León,Castilla y León,Castilla y León,Valverde-Enrique/León,Valverde-Enrique/León,Valverde-Enrique/Castilla y León,Valverde-Enrique/Castilla y León,Valverde-Enrique/León,Valverde-Enrique/León,Valverde-Enrique/Castilla y León,Valverde-Enrique/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24293,Izagre,Izagre,León,León,Castilla y León,Castilla y León,Izagre/León,Izagre/León,Izagre/Castilla y León,Izagre/Castilla y León,Izagre/León,Izagre/León,Izagre/Castilla y León,Izagre/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24294,Gordoncillo,Gordoncillo,León,León,Castilla y León,Castilla y León,Gordoncillo/León,Gordoncillo/León,Gordoncillo/Castilla y León,Gordoncillo/Castilla y León,Gordoncillo/León,Gordoncillo/León,Gordoncillo/Castilla y León,Gordoncillo/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24300,Bembibre,Bembibre,León,León,Castilla y León,Castilla y León,Bembibre/León,Bembibre/León,Bembibre/Castilla y León,Bembibre/Castilla y León,Bembibre/León,Bembibre/León,Bembibre/Castilla y León,Bembibre/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24310,Folgoso de la Ribera,Folgoso de la Ribera,León,León,Castilla y León,Castilla y León,Folgoso de la Ribera/León,Folgoso de la Ribera/León,Folgoso de la Ribera/Castilla y León,Folgoso de la Ribera/Castilla y León,Folgoso de la Ribera/León,Folgoso de la Ribera/León,Folgoso de la Ribera/Castilla y León,Folgoso de la Ribera/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24311,Folgoso de la Ribera,Folgoso de la Ribera,León,León,Castilla y León,Castilla y León,Folgoso de la Ribera/León,Folgoso de la Ribera/León,Folgoso de la Ribera/Castilla y León,Folgoso de la Ribera/Castilla y León,Folgoso de la Ribera/León,Folgoso de la Ribera/León,Folgoso de la Ribera/Castilla y León,Folgoso de la Ribera/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24312,Folgoso de la Ribera,Folgoso de la Ribera,León,León,Castilla y León,Castilla y León,Folgoso de la Ribera/León,Folgoso de la Ribera/León,Folgoso de la Ribera/Castilla y León,Folgoso de la Ribera/Castilla y León,Folgoso de la Ribera/León,Folgoso de la Ribera/León,Folgoso de la Ribera/Castilla y León,Folgoso de la Ribera/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24313,Igüeña,Igüeña,León,León,Castilla y León,Castilla y León,Igüeña/León,Igüeña/León,Igüeña/Castilla y León,Igüeña/Castilla y León,Igüeña/León,Igüeña/León,Igüeña/Castilla y León,Igüeña/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24314,Castropodame,Castropodame,León,León,Castilla y León,Castilla y León,Castropodame/León,Castropodame/León,Castropodame/Castilla y León,Castropodame/Castilla y León,Castropodame/León,Castropodame/León,Castropodame/Castilla y León,Castropodame/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24315,Bembibre,Bembibre,León,León,Castilla y León,Castilla y León,Bembibre/León,Bembibre/León,Bembibre/Castilla y León,Bembibre/Castilla y León,Bembibre/León,Bembibre/León,Bembibre/Castilla y León,Bembibre/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24316,Castropodame,Castropodame,León,León,Castilla y León,Castilla y León,Castropodame/León,Castropodame/León,Castropodame/Castilla y León,Castropodame/Castilla y León,Castropodame/León,Castropodame/León,Castropodame/Castilla y León,Castropodame/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24317,Torre del Bierzo,Torre del Bierzo,León,León,Castilla y León,Castilla y León,Torre del Bierzo/León,Torre del Bierzo/León,Torre del Bierzo/Castilla y León,Torre del Bierzo/Castilla y León,Torre del Bierzo/León,Torre del Bierzo/León,Torre del Bierzo/Castilla y León,Torre del Bierzo/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24318,Bembibre,Bembibre,León,León,Castilla y León,Castilla y León,Bembibre/León,Bembibre/León,Bembibre/Castilla y León,Bembibre/Castilla y León,Bembibre/León,Bembibre/León,Bembibre/Castilla y León,Bembibre/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24319,Bembibre,Bembibre,León,León,Castilla y León,Castilla y León,Bembibre/León,Bembibre/León,Bembibre/Castilla y León,Bembibre/Castilla y León,Bembibre/León,Bembibre/León,Bembibre/Castilla y León,Bembibre/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24320,Sahagún,Sahagún,León,León,Castilla y León,Castilla y León,Sahagún/León,Sahagún/León,Sahagún/Castilla y León,Sahagún/Castilla y León,Sahagún/León,Sahagún/León,Sahagún/Castilla y León,Sahagún/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24323,Castrotierra de Valmadrigal,Castrotierra de Valmadrigal,León,León,Castilla y León,Castilla y León,Castrotierra de Valmadrigal/León,Castrotierra de Valmadrigal/León,Castrotierra de Valmadrigal/Castilla y León,Castrotierra de Valmadrigal/Castilla y León,Castrotierra de Valmadrigal/León,Castrotierra de Valmadrigal/León,Castrotierra de Valmadrigal/Castilla y León,Castrotierra de Valmadrigal/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24324,Joarilla de las Matas,Joarilla de las Matas,León,León,Castilla y León,Castilla y León,Joarilla de las Matas/León,Joarilla de las Matas/León,Joarilla de las Matas/Castilla y León,Joarilla de las Matas/Castilla y León,Joarilla de las Matas/León,Joarilla de las Matas/León,Joarilla de las Matas/Castilla y León,Joarilla de las Matas/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24325,Bercianos del Real Camino,Bercianos del Real Camino,León,León,Castilla y León,Castilla y León,Bercianos del Real Camino/León,Bercianos del Real Camino/León,Bercianos del Real Camino/Castilla y León,Bercianos del Real Camino/Castilla y León,Bercianos del Real Camino/León,Bercianos del Real Camino/León,Bercianos del Real Camino/Castilla y León,Bercianos del Real Camino/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24326,Sahagún,Sahagún,León,León,Castilla y León,Castilla y León,Sahagún/León,Sahagún/León,Sahagún/Castilla y León,Sahagún/Castilla y León,Sahagún/León,Sahagún/León,Sahagún/Castilla y León,Sahagún/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24327,Villazanzo de Valderaduey,Villazanzo de Valderaduey,León,León,Castilla y León,Castilla y León,Villazanzo de Valderaduey/León,Villazanzo de Valderaduey/León,Villazanzo de Valderaduey/Castilla y León,Villazanzo de Valderaduey/Castilla y León,Villazanzo de Valderaduey/León,Villazanzo de Valderaduey/León,Villazanzo de Valderaduey/Castilla y León,Villazanzo de Valderaduey/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24328,Cea,Cea,León,León,Castilla y León,Castilla y León,Cea/León,Cea/León,Cea/Castilla y León,Cea/Castilla y León,Cea/León,Cea/León,Cea/Castilla y León,Cea/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24329,Laguna Dalga,Laguna Dalga,León,León,Castilla y León,Castilla y León,Laguna Dalga/León,Laguna Dalga/León,Laguna Dalga/Castilla y León,Laguna Dalga/Castilla y León,Laguna Dalga/León,Laguna Dalga/León,Laguna Dalga/Castilla y León,Laguna Dalga/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24330,Santas Martas,Santas Martas,León,León,Castilla y León,Castilla y León,Santas Martas/León,Santas Martas/León,Santas Martas/Castilla y León,Santas Martas/Castilla y León,Santas Martas/León,Santas Martas/León,Santas Martas/Castilla y León,Santas Martas/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24339,Santas Martas,Santas Martas,León,León,Castilla y León,Castilla y León,Santas Martas/León,Santas Martas/León,Santas Martas/Castilla y León,Santas Martas/Castilla y León,Santas Martas/León,Santas Martas/León,Santas Martas/Castilla y León,Santas Martas/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24340,Grajal de Campos,Grajal de Campos,León,León,Castilla y León,Castilla y León,Grajal de Campos/León,Grajal de Campos/León,Grajal de Campos/Castilla y León,Grajal de Campos/Castilla y León,Grajal de Campos/León,Grajal de Campos/León,Grajal de Campos/Castilla y León,Grajal de Campos/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24341,Escobar de Campos,Escobar de Campos,León,León,Castilla y León,Castilla y León,Escobar de Campos/León,Escobar de Campos/León,Escobar de Campos/Castilla y León,Escobar de Campos/Castilla y León,Escobar de Campos/León,Escobar de Campos/León,Escobar de Campos/Castilla y León,Escobar de Campos/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24342,Calzada del Coto,Calzada del Coto,León,León,Castilla y León,Castilla y León,Calzada del Coto/León,Calzada del Coto/León,Calzada del Coto/Castilla y León,Calzada del Coto/Castilla y León,Calzada del Coto/León,Calzada del Coto/León,Calzada del Coto/Castilla y León,Calzada del Coto/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24343,El Burgo Ranero,El Burgo Ranero,León,León,Castilla y León,Castilla y León,El Burgo Ranero/León,El Burgo Ranero/León,El Burgo Ranero/Castilla y León,El Burgo Ranero/Castilla y León,El Burgo Ranero/León,El Burgo Ranero/León,El Burgo Ranero/Castilla y León,El Burgo Ranero/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24344,El Burgo Ranero,El Burgo Ranero,León,León,Castilla y León,Castilla y León,El Burgo Ranero/León,El Burgo Ranero/León,El Burgo Ranero/Castilla y León,El Burgo Ranero/Castilla y León,El Burgo Ranero/León,El Burgo Ranero/León,El Burgo Ranero/Castilla y León,El Burgo Ranero/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24345,Santas Martas,Santas Martas,León,León,Castilla y León,Castilla y León,Santas Martas/León,Santas Martas/León,Santas Martas/Castilla y León,Santas Martas/Castilla y León,Santas Martas/León,Santas Martas/León,Santas Martas/Castilla y León,Santas Martas/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24346,Vega de Infanzones,Vega de Infanzones,León,León,Castilla y León,Castilla y León,Vega de Infanzones/León,Vega de Infanzones/León,Vega de Infanzones/Castilla y León,Vega de Infanzones/Castilla y León,Vega de Infanzones/León,Vega de Infanzones/León,Vega de Infanzones/Castilla y León,Vega de Infanzones/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24347,Onzonilla,Onzonilla,León,León,Castilla y León,Castilla y León,Onzonilla/León,Onzonilla/León,Onzonilla/Castilla y León,Onzonilla/Castilla y León,Onzonilla/León,Onzonilla/León,Onzonilla/Castilla y León,Onzonilla/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24350,Villarejo de Órbigo,Villarejo de Órbigo,León,León,Castilla y León,Castilla y León,Villarejo de Órbigo/León,Villarejo de Órbigo/León,Villarejo de Órbigo/Castilla y León,Villarejo de Órbigo/Castilla y León,Villarejo de Órbigo/León,Villarejo de Órbigo/León,Villarejo de Órbigo/Castilla y León,Villarejo de Órbigo/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24356,Bustillo del Páramo,Bustillo del Páramo,León,León,Castilla y León,Castilla y León,Bustillo del Páramo/León,Bustillo del Páramo/León,Bustillo del Páramo/Castilla y León,Bustillo del Páramo/Castilla y León,Bustillo del Páramo/León,Bustillo del Páramo/León,Bustillo del Páramo/Castilla y León,Bustillo del Páramo/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24357,Bustillo del Páramo,Bustillo del Páramo,León,León,Castilla y León,Castilla y León,Bustillo del Páramo/León,Bustillo del Páramo/León,Bustillo del Páramo/Castilla y León,Bustillo del Páramo/Castilla y León,Bustillo del Páramo/León,Bustillo del Páramo/León,Bustillo del Páramo/Castilla y León,Bustillo del Páramo/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24358,Villarejo de Órbigo,Villarejo de Órbigo,León,León,Castilla y León,Castilla y León,Villarejo de Órbigo/León,Villarejo de Órbigo/León,Villarejo de Órbigo/Castilla y León,Villarejo de Órbigo/Castilla y León,Villarejo de Órbigo/León,Villarejo de Órbigo/León,Villarejo de Órbigo/Castilla y León,Villarejo de Órbigo/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24359,San Cristóbal de la Polantera,San Cristóbal de la Polantera,León,León,Castilla y León,Castilla y León,San Cristóbal de la Polantera/León,San Cristóbal de la Polantera/León,San Cristóbal de la Polantera/Castilla y León,San Cristóbal de la Polantera/Castilla y León,San Cristóbal de la Polantera/León,San Cristóbal de la Polantera/León,San Cristóbal de la Polantera/Castilla y León,San Cristóbal de la Polantera/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24360,Villagatón,Villagatón,León,León,Castilla y León,Castilla y León,Villagatón/León,Villagatón/León,Villagatón/Castilla y León,Villagatón/Castilla y León,Villagatón/León,Villagatón/León,Villagatón/Castilla y León,Villagatón/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24367,Villagatón,Villagatón,León,León,Castilla y León,Castilla y León,Villagatón/León,Villagatón/León,Villagatón/Castilla y León,Villagatón/Castilla y León,Villagatón/León,Villagatón/León,Villagatón/Castilla y León,Villagatón/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24368,Villagatón,Villagatón,León,León,Castilla y León,Castilla y León,Villagatón/León,Villagatón/León,Villagatón/Castilla y León,Villagatón/Castilla y León,Villagatón/León,Villagatón/León,Villagatón/Castilla y León,Villagatón/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24369,Villagatón,Villagatón,León,León,Castilla y León,Castilla y León,Villagatón/León,Villagatón/León,Villagatón/Castilla y León,Villagatón/Castilla y León,Villagatón/León,Villagatón/León,Villagatón/Castilla y León,Villagatón/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24370,Torre del Bierzo,Torre del Bierzo,León,León,Castilla y León,Castilla y León,Torre del Bierzo/León,Torre del Bierzo/León,Torre del Bierzo/Castilla y León,Torre del Bierzo/Castilla y León,Torre del Bierzo/León,Torre del Bierzo/León,Torre del Bierzo/Castilla y León,Torre del Bierzo/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24374,Igüeña,Igüeña,León,León,Castilla y León,Castilla y León,Igüeña/León,Igüeña/León,Igüeña/Castilla y León,Igüeña/Castilla y León,Igüeña/León,Igüeña/León,Igüeña/Castilla y León,Igüeña/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24375,Igüeña,Igüeña,León,León,Castilla y León,Castilla y León,Igüeña/León,Igüeña/León,Igüeña/Castilla y León,Igüeña/Castilla y León,Igüeña/León,Igüeña/León,Igüeña/Castilla y León,Igüeña/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24376,Igüeña,Igüeña,León,León,Castilla y León,Castilla y León,Igüeña/León,Igüeña/León,Igüeña/Castilla y León,Igüeña/Castilla y León,Igüeña/León,Igüeña/León,Igüeña/Castilla y León,Igüeña/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24377,Igüeña,Igüeña,León,León,Castilla y León,Castilla y León,Igüeña/León,Igüeña/León,Igüeña/Castilla y León,Igüeña/Castilla y León,Igüeña/León,Igüeña/León,Igüeña/Castilla y León,Igüeña/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24378,Torre del Bierzo,Torre del Bierzo,León,León,Castilla y León,Castilla y León,Torre del Bierzo/León,Torre del Bierzo/León,Torre del Bierzo/Castilla y León,Torre del Bierzo/Castilla y León,Torre del Bierzo/León,Torre del Bierzo/León,Torre del Bierzo/Castilla y León,Torre del Bierzo/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24379,Torre del Bierzo,Torre del Bierzo,León,León,Castilla y León,Castilla y León,Torre del Bierzo/León,Torre del Bierzo/León,Torre del Bierzo/Castilla y León,Torre del Bierzo/Castilla y León,Torre del Bierzo/León,Torre del Bierzo/León,Torre del Bierzo/Castilla y León,Torre del Bierzo/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24380,Puente de Domingo Flórez,Puente de Domingo Flórez,León,León,Castilla y León,Castilla y León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/Castilla y León,Puente de Domingo Flórez/Castilla y León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/Castilla y León,Puente de Domingo Flórez/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24384,Puente de Domingo Flórez,Puente de Domingo Flórez,León,León,Castilla y León,Castilla y León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/Castilla y León,Puente de Domingo Flórez/Castilla y León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/Castilla y León,Puente de Domingo Flórez/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24385,Puente de Domingo Flórez,Puente de Domingo Flórez,León,León,Castilla y León,Castilla y León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/Castilla y León,Puente de Domingo Flórez/Castilla y León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/Castilla y León,Puente de Domingo Flórez/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24386,Puente de Domingo Flórez,Puente de Domingo Flórez,León,León,Castilla y León,Castilla y León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/Castilla y León,Puente de Domingo Flórez/Castilla y León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/Castilla y León,Puente de Domingo Flórez/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24387,Puente de Domingo Flórez,Puente de Domingo Flórez,León,León,Castilla y León,Castilla y León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/Castilla y León,Puente de Domingo Flórez/Castilla y León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/León,Puente de Domingo Flórez/Castilla y León,Puente de Domingo Flórez/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
24388,Benuza,Benuza,León,León,Castilla y León,Castilla y León,Benuza/León,Benuza/León,Benuza/Castilla y León,Benuza/Castilla y León,Benuza/León,Benuza/León,Benuza/Castilla y León,Benuza/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León,León/Castilla y León
