CODCNH	NOMBRE	DIRECCION	TELEFONO	TELEFONO2	TELEFAX	CODMU	MUNICIPIOS	CODPROV	PROVINCIAS	CODAUTO	COMUNIDADES	CODPOSTAL	NCAMAS	CODFI	FINALIDAD ASISITENCIAL	CODPAT	DEPENDENCIA PATRIMONIAL	CODFU	DEPENDENCIA FUNCIONAL	ACREDOCENT	ESCOMPLE	FORCOMPLE	CODIDCOM	ALTA	CERRADO	CAPITAL	CIERREFECH	CONCIERTO	EMAIL	TAC	RM	GAM	HEM	ASD	LIT	BCO	ALI	SPECT	PET	MAMOS	DO	DIAL
250077	CL÷NICA PSIQUI∑TRICA BELLAVISTA	AV ROVIRA ROURE, 116	973231698	973231698	973233364	251207	Lleida	25	LLEIDA	09	CATALU•A	25198	75	6	PSIQUIµTRICO	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		N	clinicabellavista@clinicabellavista.com	0	0	0	0	0	0	0	0	0	0	0	0	0
250117	FUNDACI‡ SANT HOSPITAL.	PS JOAN BRUDIEU, 8	973350050	973350050	973353505	252038	Seu d'Urgell, La	25	LLEIDA	09	CATALU•A	25700	88	1	GENERAL	13	OTRO PRIVADO BENêFICO	22	OTRO PRIVADO-BENêFICO	N	N	N		N	N	N		Xhup	hospital@fsh.cat	1	0	0	0	0	0	0	0	0	0	1	0	0
250138	CENTRE SANITARI DEL SOLSON‘S, FPC	PL ANTONI GUITART,, 1	973481172	973481172	973481098	252075	Solsona	25	LLEIDA	09	CATALU•A	25280	32	13	GERIATR÷A Y/O LARGA ESTANCIA	9	ENTIDADES PÈBLICAS	18	OTROS PÈBLICOS	N	N	N		N	N	N		N	info@cssolsones.com	0	0	0	0	0	0	0	0	0	0	0	0	0
250143	HOSPITAL COMARCAL DEL PALLARS	AV PAU CASALS, 5	973652255	973652255	973651487	252347	Tremp	25	LLEIDA	09	CATALU•A	25620	63	1	GENERAL	6	COMUNIDAD AUT‡NOMA	18	OTROS PÈBLICOS	N	N	N		N	N	N		Xhup	hcp@hospitalpallars.com	1	0	0	0	0	0	0	0	0	0	1	0	10
250156	ESPITAU VAL D'ARAN	CR ESPITAU,, 8	973640004	973640006	973640529	252430	Vielha e Mijaran	25	LLEIDA	09	CATALU•A	25530	31	1	GENERAL	6	COMUNIDAD AUT‡NOMA	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		Xhup	xavig@aransalut.com	0	0	0	0	0	0	0	0	0	0	0	0	0
250169	HESTIA BALAGUER.	CR GREGORI GALLEGO, 22-28	973450304	973451130	973451321	250404	Balaguer	25	LLEIDA	09	CATALU•A	25600	120	13	GERIATR÷A Y/O LARGA ESTANCIA	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N	hospitaljaumeurgell@jaumeurgell.org	0	0	0	0	0	0	0	0	0	0	0	0	0
250175	RESID‘NCIA TERRAFERMA	CR PARTIDA DEL GRA‡, S/N	973737455	973737455	973737001	250236	Alpicat	25	LLEIDA	09	CATALU•A	25110	137	13	GERIATR÷A Y/O LARGA ESTANCIA	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N		0	0	0	0	0	0	0	0	0	0	0	0	0
250181	CASTELL D'OLIANA RESIDENCIAL,S.L	CT DE LLEIDA A PUIGCERD∑, .89	973463030	973463030	973463131	251497	Oliana	25	LLEIDA	09	CATALU•A	25790	20	6	PSIQUIµTRICO	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N	ccoello@caseresidencial.es	0	0	0	0	0	0	0	0	0	0	0	0	0
250209	HOSPITAL JAUME NADAL MEROLES	CR ACAD‘MIA, 41	973289333	973289333		251207	Lleida	25	LLEIDA	09	CATALU•A	25002	126	13	GERIATR÷A Y/O LARGA ESTANCIA	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		N	direccion.jnadal@sarquavitae.es	0	0	0	0	0	0	0	0	0	0	0	0	0
250210	SANT JOAN DE DêU TERRES DE LLEIDA	CT N-240, .111	973740010	973740504	973741193	250194	Almacelles	25	LLEIDA	09	CATALU•A	25100	29	6	PSIQUIµTRICO	13	OTRO PRIVADO BENêFICO	21	PRIVADO-BENêFICO (IGLESIA)	N	N	N		N	N	N		N	almacelles@sjd-lleida.org	0	0	0	0	0	0	0	0	0	0	0	0	0
250221	REEIXIR	CR AFORES, S/N	973269543	973269543		251193	Juneda	25	LLEIDA	09	CATALU•A	25430	44	6	PSIQUIµTRICO	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N	apedra@comll.cat	0	0	0	0	0	0	0	0	0	0	0	0	0
250232	HOSPITAL SANT JOAN DE DêU LLEIDA	AV CANADENCA, 28	973740010	973740010		251207	Lleida	25	LLEIDA	09	CATALU•A	25001	130	6	PSIQUIµTRICO	12	PRIVADO-BENêFICO (IGLESIA)	21	PRIVADO-BENêFICO (IGLESIA)	N	N	N		N	N	N		N	almacelles@sjd-lleida.org	0	0	0	0	0	0	0	0	0	0	0	0	0
260012	COMPLEJO HOSPITALARIO SAN MILLAN SAN PEDRO DE LA RIOJA	C/ PIQUERAS 98	941298000		941298660	260892	Logro§o	26	LA RIOJA	17	LA RIOJA	26006	590	1	GENERAL	6	COMUNIDAD AUT‡NOMA	28	SERVICIO RIOJANO DE SALUD	S	S	N		N	N	S		N	gerencia_srs@riojasalud.es	3	2	2	1	2	1	0	2	2	1	3	1	21
260027	HOSPITAL SAN PEDRO	CTRA. DE PIQUERAS, 98	941298000		941297550	260892	Logro§o	26	LA RIOJA	17	LA RIOJA	26006	0	1	GENERAL	6	COMUNIDAD AUT‡NOMA	28	SERVICIO RIOJANO DE SALUD	S	N	S	260012	N	N	S		N	gerencia_srs@riojasalud.es	0	0	0	0	0	0	0	0	0	0	0	0	0
260048	HOSPITAL GENERAL DE LA RIOJA	AV. DE VIANA, S/N	941298000		941297386	260892	Logro§o	26	LA RIOJA	17	LA RIOJA	26001	0	1	GENERAL	6	COMUNIDAD AUT‡NOMA	28	SERVICIO RIOJANO DE SALUD	S	N	S	260012	N	N	S		N	gerencia_srs@riojasalud.es	0	0	0	0	0	0	0	0	0	0	0	0	0
260051	POLICL÷NICO RIOJANO NUESTRA SE•ORA DE VALVANERA, S.A.	CALLE RAM‡N Y CAJAL S/N	941211900		941211231	260892	Logro§o	26	LA RIOJA	17	LA RIOJA	26006	87	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		S	jl@viamedlosmanzanos.com	0	0	0	0	0	0	0	0	0	0	0	0	0
260099	FUNDACI‡N HOSPITAL CALAHORRA	CTRA. LOGRO•O, S/N	941151003		941151103	260368	Calahorra	26	LA RIOJA	17	LA RIOJA	26500	80	1	GENERAL	1	SEGURIDAD SOCIAL	28	SERVICIO RIOJANO DE SALUD	N	N	N		N	N	N		S	gerencia.fhc@riojasalud.es	1	1	0	0	0	0	0	0	0	0	1	1	16
260109	CL÷NICA LOS MANZANOS	HERMANOS MARISTAS S/N	941499490		941499491	260841	Lardero	26	LA RIOJA	17	LA RIOJA	26140	52	12	MêDICO-QUIRÈRGICO	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		S	jl@viamedlosmanzanos.com	1	1	0	1	0	0	0	0	0	0	0	1	0
260110	CENTRO ASISTENCIAL DE ALBELDA DE IREGUA	CRTA. SORIA KM. 8	941279220		941279209	260051	Albelda de Iregua	26	LA RIOJA	17	LA RIOJA	26120	140	6	PSIQUIµTRICO	6	COMUNIDAD AUT‡NOMA	28	SERVICIO RIOJANO DE SALUD	N	N	N		N	N	N		N		0	0	0	0	0	0	0	0	0	0	0	0	0
260121	CENTRO SOCIOSANITARIO DE CONVALECENCIA LOS JAZMINES	SEVERO OCHOA, 5	941303650		941304485	260717	Haro	26	LA RIOJA	17	LA RIOJA	26200	26	13	GERIATR÷A Y/O LARGA ESTANCIA	6	COMUNIDAD AUT‡NOMA	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		S	vfe@viamedlosjazmines.com	0	0	0	0	0	0	0	0	0	0	0	0	0
260132	CENTRO  SOCIOSANITARIO  DE CONVALECENCIA NUESTRA SE•ORA VIRGEN DEL CARMEN	SANTIAGO RAM‡N Y CAJAL S/N	941010000		941010001	260368	Calahorra	26	LA RIOJA	17	LA RIOJA	26500	75	13	GERIATR÷A Y/O LARGA ESTANCIA	6	COMUNIDAD AUT‡NOMA	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N	jl@viamedlosmanzanos.com	0	0	0	0	0	0	0	0	0	0	0	0	0
270018	COMPLEXO HOSPITALARIO UNIVERSITARIO DE LUGO	ULISES ROMERO, 1	982296000		982295611	270288	Lugo	27	LUGO	12	GALICIA	27003	848	1	GENERAL	9	ENTIDADES PÈBLICAS	7	SERVICIO GALLEGO DE SALUD-SERGAS	S	S	N		N	N	S		N		3	2	1	1	1	0	0	2	1	0	2	1	42
270039	HOSPITAL DE CALDE (PSIQUIATRICO)	RUA CALDE, S/N	982296000		982295544	270288	Lugo	27	LUGO	12	GALICIA	27210	0	1	GENERAL	9	ENTIDADES PÈBLICAS	7	SERVICIO GALLEGO DE SALUD-SERGAS	S	N	S	270018	N	N	S		N		0	0	0	0	0	0	0	0	0	0	0	0	0
270057	HOSPITAL POLUSA	DOUTOR IGLESIAS OTERO, S/N	982222854		982267147	270288	Lugo	27	LUGO	12	GALICIA	27004	97	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		S	POLUSA@POLUSA.ES	1	1	0	0	0	0	0	0	0	0	1	0	0
270076	SANATORIO NOSA SE•ORA DOS OLLOS GRANDES	MONTEVIDEO, 23	982284040		982252047	270288	Lugo	27	LUGO	12	GALICIA	27001	69	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		S	ADMINISTRACION@NSOG.ES	1	2	0	0	0	0	0	0	0	0	1	0	0
270095	HOSPITAL PUBLICO DA MARI•A (*)	MEDICO VIOR, S/N	982589901		982589908	279024	Burela	27	LUGO	12	GALICIA	27880	139	1	GENERAL	1	SEGURIDAD SOCIAL	7	SERVICIO GALLEGO DE SALUD-SERGAS	N	N	N		N	N	N		N		1	1	0	0	0	0	0	0	0	0	1	0	20
270109	HOSPITAL DE MONFORTE (*)	CORREDOIRA, S/N	982417900		982404006	270312	Monforte de Lemos	27	LUGO	12	GALICIA	27400	140	1	GENERAL	1	SEGURIDAD SOCIAL	7	SERVICIO GALLEGO DE SALUD-SERGAS	N	N	N		N	N	N		N		1	1	0	0	0	0	0	0	0	0	1	0	20
270122	HOSPITAL UNIVERSITARIO LUCUS AUGUSTI	ULISES ROMERO, 1	982296000			270288	Lugo	27	LUGO	12	GALICIA	27003	0	1	GENERAL	9	ENTIDADES PÈBLICAS	7	SERVICIO GALLEGO DE SALUD-SERGAS	S	N	S	270018	N	N	S		N		0	0	0	0	0	0	0	0	0	0	0	0	0
280014	HOSPITAL UNIVERSITARIO LA PAZ	Pß DE LA CASTELLANA, 261	917277000		913584699	280796	Madrid	28	MADRID	13	MADRID	28046	0	1	GENERAL	1	SEGURIDAD SOCIAL	34	SERVICIO MADRILE•O DE SALUD	S	N	S	281168	N	N	S		N	gencia.hulp@salud.madrid.org	0	0	0	0	0	0	0	0	0	0	0	0	0
280029	HOSPITAL RAM‡N Y CAJAL	CTRA. DE COLMENAR VIEJO, KM. 9,1	913368000		913580614	280796	Madrid	28	MADRID	13	MADRID	28034	901	1	GENERAL	1	SEGURIDAD SOCIAL	34	SERVICIO MADRILE•O DE SALUD	S	N	N		N	N	S		N	gencia.hrc@salud.madrid.org	4	3	4	3	2	1	0	2	0	1	3	2	28
280035	HOSPITAL UNIVERSITARIO 12 DE OCTUBRE	AV. DE C‡RDOBA, S/N	913908373		913908582	280796	Madrid	28	MADRID	13	MADRID	28041	1196	1	GENERAL	1	SEGURIDAD SOCIAL	34	SERVICIO MADRILE•O DE SALUD	S	N	N		N	N	S		N	gerent.hdoc@salud.madrid.org	6	5	2	3	2	1	0	3	3	1	3	2	43
280072	HOSPITAL CL÷NICO SAN CARLOS	PROF. MART÷N LAGOS, S/N	913303000		913303257	280796	Madrid	28	MADRID	13	MADRID	28040	861	1	GENERAL	1	SEGURIDAD SOCIAL	34	SERVICIO MADRILE•O DE SALUD	S	N	N		N	N	S		N	gerent.hcsc@salud.madrid.org	3	3	3	3	3	0	0	2	2	1	4	2	15
280091	HOSPITAL VIRGEN DE LA TORRE	PUERTO LUMBRERAS, 5	911918883		911919895	280796	Madrid	28	MADRID	13	MADRID	28031	0	14	OTROS MONOGRµFICOS	1	SEGURIDAD SOCIAL	34	SERVICIO MADRILE•O DE SALUD	N	N	S	281405	N	N	S		N	gerencia.hvll@salud.madrid.org	0	0	0	0	0	0	0	0	0	0	0	0	0
280112	HOSPITAL UNIVERSITARIO SANTA CRISTINA	MAESTRO VIVES, 2	915574300		915574400	280796	Madrid	28	MADRID	13	MADRID	28009	156	1	GENERAL	1	SEGURIDAD SOCIAL	34	SERVICIO MADRILE•O DE SALUD	N	N	N		N	N	S		N	gencia.hscr@salud.madrid.org	1	0	0	0	0	0	0	0	0	0	1	1	0
280127	HOSPITAL UNIVERSITARIO DE LA PRINCESA	DIEGO DE LE‡N, 62	915202200	915202501	914021169	280796	Madrid	28	MADRID	13	MADRID	28006	524	1	GENERAL	6	COMUNIDAD AUT‡NOMA	34	SERVICIO MADRILE•O DE SALUD	S	N	N		N	N	S		N	gencia.hlpr@salud.madrid.org	3	2	0	2	2	0	0	2	1	0	1	1	24
280133	HOSPITAL INFANTIL UNIVERSITARIO NI•O JESUS	AV. MENêNDEZ PELAYO, 65	915035900		915733546	280796	Madrid	28	MADRID	13	MADRID	28009	170	4	INFANTIL	6	COMUNIDAD AUT‡NOMA	34	SERVICIO MADRILE•O DE SALUD	S	N	N		N	N	S		N	gerent.hnjs@salud.madrid.org	1	1	0	0	0	0	0	0	0	0	0	0	0
280148	HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSê Y SANTA ADELA	AV. DE LA REINA VICTORIA, 22-24	914538300		915330515	280796	Madrid	28	MADRID	13	MADRID	28003	154	1	GENERAL	11	PRIVADO-BENêFICO (CRUZ ROJA)	34	SERVICIO MADRILE•O DE SALUD	S	N	N		N	N	S		N	gerent.hccruzr@salud.madrid.org	1	0	1	0	0	0	0	0	0	0	1	0	0
280164	HOSPITAL CARLOS III	SINESIO DELGADO, 8-10	917277000		913584699	280796	Madrid	28	MADRID	13	MADRID	28029	0	1	GENERAL	6	COMUNIDAD AUT‡NOMA	34	SERVICIO MADRILE•O DE SALUD	S	N	S	281168	N	N	S		N	gencia.hulp@salud.madrid.org	0	0	0	0	0	0	0	0	0	0	0	0	0
280210	HOSPITAL CANTOBLANCO	CTRA. DE COLMENAR VIEJO, KM. 14,5	917277000		913584699	280796	Madrid	28	MADRID	13	MADRID	28049	0	1	GENERAL	6	COMUNIDAD AUT‡NOMA	34	SERVICIO MADRILE•O DE SALUD	N	N	S	281168	N	N	S		N	gencia.hulp@salud.madrid.org	0	0	0	0	0	0	0	0	0	0	0	0	0
280225	COMPLEJO HOSPITALARIO GREGORIO MARA•‡N	DR ESQUERDO, 46	915868000	915868017	915868018	280796	Madrid	28	MADRID	13	MADRID	28007	1349	1	GENERAL	6	COMUNIDAD AUT‡NOMA	34	SERVICIO MADRILE•O DE SALUD	S	S	N		N	N	S		N	gerencia.hgugm@salud.madrid.org	5	4	1	4	3	1	0	3	2	1	2	1	28
280246	HOSPITAL GENERAL UNIVERSITARIO GREGORIO MARA•‡N	DR ESQUERDO, 46	915868000	915868017	915868018	280796	Madrid	28	MADRID	13	MADRID	28007	0	1	GENERAL	6	COMUNIDAD AUT‡NOMA	34	SERVICIO MADRILE•O DE SALUD	S	N	S	280225	N	N	S		N		0	0	0	0	0	0	0	0	0	0	0	0	0
280259	INSTITUTO PROVINCIAL DE REHABILITACI‡N	FRANCISCO SILVELA, 40	915868967		915868996	280796	Madrid	28	MADRID	13	MADRID	28028	0	13	GERIATR÷A Y/O LARGA ESTANCIA	6	COMUNIDAD AUT‡NOMA	34	SERVICIO MADRILE•O DE SALUD	S	N	S	280225	N	N	S		N		0	0	0	0	0	0	0	0	0	0	0	0	0
280262	HOSPITAL DR. R. LAFORA	CTRA. DE COLMENAR VIEJO, KM. 13,8	915867500		915867391	280796	Madrid	28	MADRID	13	MADRID	28049	334	6	PSIQUIµTRICO	6	COMUNIDAD AUT‡NOMA	34	SERVICIO MADRILE•O DE SALUD	S	N	N		N	N	S		N	gerent.hlafora@salud.madrid.org	0	0	0	0	0	0	0	0	0	0	0	0	0
280323	SANATORIO NUESTRA SE•ORA DEL ROSARIO	PR÷NCIPE DE VERGARA, 53	914359100		915761800	280796	Madrid	28	MADRID	13	MADRID	28006	176	1	GENERAL	12	PRIVADO-BENêFICO (IGLESIA)	21	PRIVADO-BENêFICO (IGLESIA)	N	N	N		N	N	S		N	secretaria@hospitalrosario.com	1	3	0	1	0	0	0	0	0	0	2	1	0
280339	HOSPITAL SAN RAFAEL	SERRANO, 199	915649943	915646181	915635005	280796	Madrid	28	MADRID	13	MADRID	28016	188	1	GENERAL	12	PRIVADO-BENêFICO (IGLESIA)	21	PRIVADO-BENêFICO (IGLESIA)	N	N	N		N	N	S		S	sanrafael.secretaria@hsjd.es	1	2	0	1	0	0	0	0	0	0	1	0	0
280344	HOSPITAL DE LA V.O.T. DE SAN FRANCISCO DE AS÷S	SAN BERNABê, 13	913657600		913650860	280796	Madrid	28	MADRID	13	MADRID	28005	72	1	GENERAL	12	PRIVADO-BENêFICO (IGLESIA)	21	PRIVADO-BENêFICO (IGLESIA)	N	N	N		N	N	S		S	administrador@hospitalvot.es	1	1	0	0	0	0	0	0	0	0	1	0	0
280357	HOSPITAL QUIR‡NSALUD SAN JOSê	CARTAGENA, 111	910687000		915103833	280796	Madrid	28	MADRID	13	MADRID	28002	84	2	QUIRÈRGICO	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		S	info.sanjose@quironsalud.es	1	1	0	0	0	0	0	0	0	0	1	1	0
280360	HOSPITAL BEATA MAR÷A ANA. HH. HOSPITALARIAS SGDO. C. DE JESÈS	DR ESQUERDO, 83	914097423		915732026	280796	Madrid	28	MADRID	13	MADRID	28007	160	12	MêDICO-QUIRÈRGICO	12	PRIVADO-BENêFICO (IGLESIA)	21	PRIVADO-BENêFICO (IGLESIA)	N	N	N		N	N	S		S	acapilla.hbma@hospitalarias.es	1	2	0	0	0	0	0	1	0	0	1	1	0
280376	CL÷NICA SANTA ELENA	LA GRANJA, 8	914539400	914539407	914539401	280796	Madrid	28	MADRID	13	MADRID	28003	76	1	GENERAL	12	PRIVADO-BENêFICO (IGLESIA)	21	PRIVADO-BENêFICO (IGLESIA)	N	N	N		N	N	S		S	informacion@clinica-santa-elena.org	1	1	0	0	0	1	0	0	0	0	1	0	21
280382	HOSPITAL SAN FRANCISCO DE AS÷S	JOAQU÷N COSTA, 28	915617100		915643971	280796	Madrid	28	MADRID	13	MADRID	28002	168	1	GENERAL	12	PRIVADO-BENêFICO (IGLESIA)	21	PRIVADO-BENêFICO (IGLESIA)	N	N	N		N	N	S		S	jmanuel.lopez@ssfda.com	1	2	0	1	0	0	0	1	0	0	1	1	12
280395	CL÷NICA SAN MIGUEL	ARTURO SORIA, 204	914135011		914135638	280796	Madrid	28	MADRID	13	MADRID	28043	94	6	PSIQUIµTRICO	12	PRIVADO-BENêFICO (IGLESIA)	21	PRIVADO-BENêFICO (IGLESIA)	N	N	N		N	N	S		S	cpolidura.sanmiguel@hospitalarias.es	0	0	0	0	0	0	0	0	0	0	0	0	0
280409	CL÷NICA NUESTRA SRA. DE LA PAZ	L‡PEZ DE HOYOS, 259	914156000	646599099	915191509	280796	Madrid	28	MADRID	13	MADRID	28043	99	6	PSIQUIµTRICO	12	PRIVADO-BENêFICO (IGLESIA)	21	PRIVADO-BENêFICO (IGLESIA)	S	N	N		N	N	S		S	elvira.conde@sjd.es	0	0	0	0	0	0	0	0	0	0	0	0	0
280416	FUNDACI‡N INSTITUTO SAN JOSê	C\ PINAR DE SAN JOSê, 98	915080140		915083760	280796	Madrid	28	MADRID	13	MADRID	28054	259	13	GERIATR÷A Y/O LARGA ESTANCIA	13	OTRO PRIVADO BENêFICO	21	PRIVADO-BENêFICO (IGLESIA)	N	N	N		N	N	S		S	fisj@ohsjd.es	0	0	0	0	0	0	0	0	0	0	0	0	0
280421	HOSPITAL UNIVERSITARIO FUNDACI‡N JIMêNEZ D÷AZ	AV. DE LOS REYES CAT‡LICOS, 2	915504800		915443625	280796	Madrid	28	MADRID	13	MADRID	28040	659	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	S	N	N		N	N	S		S	fjd@fjd.es	4	4	2	1	2	1	0	2	0	0	3	2	25
280442	HOSPITAL VIRGEN DEL MAR	CALLE HONDURAS, Nß 14	913539500	913539501	913451013	280796	Madrid	28	MADRID	13	MADRID	28016	76	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		N	cibanezr@sanitas.es	1	1	0	0	0	0	0	0	0	0	1	0	0
280455	HESTIA MADRID (CL÷NICA SEAR, S.A.)	CTRA. DE COLMENAR VIEJO, KM. 16	917340500		917348734	280796	Madrid	28	MADRID	13	MADRID	28049	250	13	GERIATR÷A Y/O LARGA ESTANCIA	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		S	sear@clinicasear.com	0	0	0	0	0	0	0	0	0	0	0	0	0
280468	HOSPITAL RUBER JUAN BRAVO 39	JUAN BRAVO, 39	910687777		913098223	280796	Madrid	28	MADRID	13	MADRID	28006	70	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		S	secretariadireccion.rjb@quironsalud.es	1	1	0	0	0	0	0	0	0	0	0	0	16
280474	HOSPITAL VITHAS NUESTRA SE•ORA DE AMêRICA	ARTURO SORIA, 103	902500112		914130974	280796	Madrid	28	MADRID	13	MADRID	28043	100	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		S	infomadrid@vithas.es	1	3	1	1	1	0	0	0	0	0	1	1	0
280528	HOSPITAL VIRGEN DE LA PALOMA, S.A.	LOMA, 1	915348207		915532268	280796	Madrid	28	MADRID	13	MADRID	28003	92	2	QUIRÈRGICO	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		N	facturacion@hospitalvpaloma.com	1	1	0	1	0	2	0	0	0	0	1	1	0
280534	CL÷NICA LA LUZ, S.L.	MAESTRO µNGEL LLORCA, 8	914530200	914530599	914530425	280796	Madrid	28	MADRID	13	MADRID	28003	180	12	MêDICO-QUIRÈRGICO	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		S	info.laluz@quironsalud.es	3	2	0	1	1	1	0	2	0	1	2	1	0
280549	FUENSANTA S.L. (CL÷NICA FUENSANTA)	ARTURO SORIA, 17	914100200		914071512	280796	Madrid	28	MADRID	13	MADRID	28027	30	2	QUIRÈRGICO	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		S	jgabiola@grupofuensanta.com	1	1	1	0	0	0	0	0	0	0	2	1	30
280552	HOSPITAL RUBER JUAN BRAVO 49	JUAN BRAVO, 49	910687999		914024617	280796	Madrid	28	MADRID	13	MADRID	28006	163	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		S	secretariadireccion.rjb@quironsalud.es	1	2	0	1	1	0	0	0	0	0	1	1	0
280565	HOSPITAL RUBER INTERNACIONAL	LA MAS‡, 38	913875000	913875270	913875259	280796	Madrid	28	MADRID	13	MADRID	28034	143	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		S	ruber.rbi@ruberinternacional.es	3	3	1	1	1	0	0	3	1	1	2	1	1
280587	CL÷NICA LA MILAGROSA	MODESTO LAFUENTE, 14	914472100		914473449	280796	Madrid	28	MADRID	13	MADRID	28010	171	2	QUIRÈRGICO	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		S	lamilagrosa@lamilagrosa.com	1	3	2	1	1	1	0	1	0	1	1	1	0
280604	HOSPITAL UNIVERSITARIO LA ZARZUELA	PLêYADES, 25 (ARAVACA)	915858016	915858000	913572892	280796	Madrid	28	MADRID	13	MADRID	28023	116	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	S	N	N		N	N	S		N	idiezr@sanitas.es	1	2	0	1	1	0	0	0	0	0	1	0	0
280626	HOSPITAL UNIVERSITARIO HM NUEVO BELEN	JOSê SILVA, 7	917444100	917441600	914153305	280796	Madrid	28	MADRID	13	MADRID	28043	60	3	MATERNAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	S	N	N		N	N	S		N	pmonteliu@hmhospitales.com	0	0	0	0	0	0	0	0	0	0	1	1	0
280647	SANATORIO NEUROPSIQUIµTRICO DOCTOR LE‡N	PZA MARIANO DE CAVIA, 3	914332948		914334938	280796	Madrid	28	MADRID	13	MADRID	28007	96	6	PSIQUIµTRICO	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		N	sanatoriodrleon@telefonica.net , loclileon@hotmail.com	0	0	0	0	0	0	0	0	0	0	0	0	0
280650	INSTITUTO DE INVESTIGACIONES NEUROPSIQUIµTRICAS DR. L‡PEZ IBOR	DOCTOR JUAN JOSê L‡PEZ IBOR, 2	913162740	913162744	913162844	280796	Madrid	28	MADRID	13	MADRID	28035	67	6	PSIQUIµTRICO	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		N	info@lopezibor.com	0	0	0	0	0	0	0	0	0	0	0	0	0
280679	SANATORIO ESQUERDO, S.A.	AV. DE LOS POBLADOS, 70	917061100		917063521	280796	Madrid	28	MADRID	13	MADRID	28044	115	6	PSIQUIµTRICO	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		N	info@sanatorioesquerdo.com	0	0	0	0	0	0	0	0	0	0	0	0	0
280724	HOSPITAL CENTRAL DE LA DEFENSA GOMEZ ULLA	GLORIETA DEL EJêRCITO, Nß 1	914222000		914228201	280796	Madrid	28	MADRID	13	MADRID	28047	475	1	GENERAL	5	MINISTERIO DE DEFENSA	25	MINISTERIO DE DEFENSA	S	N	N		N	N	S		S	hcdgomezulla@oc.mde.es	2	2	0	2	1	1	0	2	1	0	1	1	24
280745	HOSPITAL UNIVERSITARIO PR÷NCIPE DE ASTURIAS	CTRA. ALCALµ-MECO, S/N	918878100		918801825	280053	Alcal† de Henares	28	MADRID	13	MADRID	28805	507	1	GENERAL	1	SEGURIDAD SOCIAL	34	SERVICIO MADRILE•O DE SALUD	S	N	N		N	N	N		N	gerent.hupa@salud.madrid.org	3	2	1	1	1	0	0	0	0	0	2	1	28
280761	HOSPITAL DE LA FUENFR÷A	CTRA. DE LAS DEHESAS, S/N	918520300		918521567	280382	Cercedilla	28	MADRID	13	MADRID	28470	192	13	GERIATR÷A Y/O LARGA ESTANCIA	1	SEGURIDAD SOCIAL	34	SERVICIO MADRILE•O DE SALUD	S	N	N		N	N	N		N	gerent.hlff@salud.madrid.org	0	0	0	0	0	0	0	0	0	0	0	0	0
