;Destino;Establecimiento;Oficio;;Localidad;Comunidad autónoma;Dirección;;Cód postal;;Correo Electrónico;Teléfono;Dir. WEB;Facebook;Twiter;;;Blogger;Youtube
;Málaga;Antonio Suarez Reina Lic. 967;Taxis;;Málaga;Andalucía;C/ Concepcion Arenal, 9;;29169;;info@transfertaximalaga.com;695690100;www.transfertaximalaga.com;;;;;;
;Málaga;Antonio Torres Pérez;Guías turísticos;;Málaga;Andalucía;Málaga Oloroso, 10;;29014;;antorresperez@gmail.com;657180577;;;;;;;
;Málaga;ARES MOBILE;Empresas de transporte turístico;;Málaga;Andalucía;Plaza de la Solidaridad, 12,  ;;29006;;jorge.dalmau@aresmobile.com;629 280 469;;;;;;;
;Málaga;Atarazanas Málaga Boutique Hotel;Hoteles y apartamentos turísticos;;Málaga;Andalucía;C/ Atarazanas 19;;29005;;info@atarazanasmalaga.com;952 121 910;www.hotel-atarazanas-malaga.com;facebook.com/atarazanas;Atarazanash;;;;
;Málaga;Autobuses Paco Pepe S.L.;Empresas de transporte turístico;;Málaga;Andalucía;Carretera de Guadalmar, 50;;29004;;pacopepe@grupopacopepe.com;952231200;www.grupopacopepe.com;www.facebook.com/autobusespacopepe;www.twitter.com/autobusespacopepe;;;;www.youtube.com/autobusespacopepe1
;Málaga;Autocares Bravo S.A.;Empresas de transporte turístico;;MALAGA;Andalucía;CORTIJO GRANDE PIZARRO S/N;;29010;;sonia@grupobravo.net;952387511;www.grupobravo.net;;;;;;
;Málaga;Autocares Mateos S.L;Empresas de transporte turístico;;Málaga;Andalucía;Ctra. de Guadalmar, 28;;29004;;info@autocaresmateos.com;952231562;www.autocaresmateos.com;;;;;;
;Málaga;AUTOCARES RIOS;Empresas de transporte turístico;;Málaga;Andalucía;c/ Emilio Hurtado, 14;;29004;;rios@riosautocares.com;952235559;www.riosautocares.com;;;;;;
;Málaga;Autocares Vázquez Olmedo, S.L.;Empresas de transporte turístico;;Campanillas;Andalucía;C/ José Calderón, 120;;29590;;autocares@vazquezolmedo.com;952 433 523;www.vazquezolmedo.com;https://www.facebook.com/autocaresvazquezolmedo;https://twitter.com/Vazquez_Olmedo;;;;
;Málaga;Autocares y Servicios Turísticos Solysur S.L.;Empresas de transporte turístico;;Pizarra;Andalucía;C/ Alegrías, 24;;29560;;solysurbus@hotmail.com;670645934;;;;;;;
;Málaga;Auxiliadora Jiménez Hurtado;Guías turísticos;;Málaga;Andalucía;C/ Simeon Jiménez Reina, 15, bloque 1, 10ºB;;29007;;auxijimenez7@yahoo.es;607224075;;;;;;;
;Málaga;Avanza-Portillo;Empresas de transporte turístico;;Málaga;Andalucía;C/ César Vallejo, 24;;29004;;informacion.portillo@avanzagrupo.com;952247110;http://portillo.avanzabus.com/;https://www.facebook.com/AvanzaBus/;https://twitter.com/avanzabus;;;http://blog.avanzabus.com/;https://www.youtube.com/channel/UCCFboSYmT2lyvQkplGsD1Lg
;Málaga;Azul Soluciones Integrales;OPC's;;Málaga;Andalucía;C/ Amalia;;29004;;azul@azulazafatas.com;952174031;www.azulazafatas.com;;;;;;
;Málaga;b&d eventos, Agencia de  Azafatas y Organización de Eventos;OPC's;;Málaga;Andalucía;C/ Navarro Ledesma 198, núcleo 6, 2, 1;;29010;;info@bydeventos.com;635601885;www.bydeventos.com;http://www.facebook.com/profile.php?id=100002383316655;http://twitter.com/#!/bydeventos;;;;
;Málaga;Bar Bodega Hermanos Madrid;Bares y cafeterías;;Malaga;Andalucía;Calle Narciso Franquelo Martínez , Urb La Roca;;29011;;juandiegomalaga@hotmail.com;626928269;;;;;;;
;Málaga;Bar Pries;Bares y cafeterías;;Málaga;Andalucía;Avenida Pries 2;;29016;;barpries@hotmail.com;952224118;;;;;;;
;Málaga;Beatriz Ruiz Burgueño;Guías turísticos;;Málaga;Andalucía;Pasaje de la Sierra, 5;;29140;;beatruiz@hotmail.com;629283315;;;;;;;
;Málaga;BIKE2MALAGA;Empresas de turismo activo;;Málaga;Andalucía;www.bike2malaga.com;;29001;;info@bike2malaga.com;657440605;;;;;;;
;Málaga;Bus Turístico de Málaga;Empresas de transporte turístico;;Málaga;Andalucía;Alameda de Colón, nº 9. entreplanta 3.;;29001;;malaga@city-ss.com;952363133;www.city-sightseeing.com;;;;;;
;Málaga;CAC Málaga, Centro de Arte Contemporáneo de Málaga;Museos y centros de interés turístico visitable;;Málaga;Andalucía;C/ Alemania s/n;;29001;;cacmalaga@cacmalaga.eu;952120055;www.cacmalaga.eu;CAC Málaga;@cacmalaga;;;;
;Málaga;Café Central Málaga;Bares y cafeterías;;Málaga;Andalucía;Plaza de la Constitución, 11;;29015;;cafe@cafecentralmalaga.com;952 224973;www.cafecentralmalaga.com;http://www.facebook.com/cafecentralmalaga;;;;;
;Málaga;Café con Libros;Bares y cafeterías;;Málaga;Andalucía;Plaza de la Merced, 19;;29012;;cafeconlibrosmalaga@yahoo.es;656348024;www.cafeconlibrosmalaga.com;;;;;;
;Málaga;Cafetaría Flor;Bares y cafeterías;;Málaga;Andalucía;Paseo de Reding, 4;;29016;;salvador-45@hotmail.com;951910112;;;;;;;
;Málaga;Carlos Morientes Iglesias Lic.62;Taxis;;La Cala del Moral;Andalucía;Calle Velazquez,  ;;29720;;taxiservismalaga@gmail.com;607361732;www.taxiservismalaga.es;;;;;;
;Málaga;Casa Carlos;Bares y cafeterías;;Málaga;Andalucía;C/ Keromnes 6;;29016;;;952213906;;;;;;;
;Málaga;Casa Diego tapas&wines;Restaurantes y empresas turísticas de Catering;;;Andalucía;;;;;Pedro.zarag@gmail.com;651317906;;;;;;;
;Málaga;Castillo de Gibralfaro;Museos y centros de interés turístico visitable;;Málaga;Andalucía;Avda. de Cervantes, nº 4;;29016;;fdecarranza@malaga.eu;952217646;;;;;;;
;Málaga;Centre Pompidou Málaga;Museos y centros de interés turístico visitable;;Málaga;Andalucía;Pje Doctor Carrillo Casaux, s/n muelle 1;;29016;;info.centrepompidou@malaga.eu;951926200;http://centrepompidou-malaga.eu/;;;;;;
;Málaga;Cervantes Escuela Internacional;Escuelas de español para extranjeros;;Málaga;Andalucía;Avda. Juan Sebastián Elcano, 89;;29017;;info@escuelacervantes.org;952295378;escuelacervantes.org;http://www.facebook.com/home.php#!/www.cervantes.to;;;;;http://www.youtube.com/user/cervantesmalaga
;Málaga;Cheap Taxi Málaga;Taxis;;Málaga;Andalucía;C/ Alpandeire, 3;;29006;;info@cheaptaximalaga.com;685975575;www.cheaptaximalaga.com;http://facebook.com/cheaptaximalaga;http://twitter.com/cheaptaximalaga;;;http://cheaptaximalaga.blogspot.com.es;http://www.youtube.com/user/rubenmlg
;Málaga;CLAVE SERVICIOS Y AZAFATAS SL;OPC's;;Málaga;Andalucía;ROBINSON CRUSOE 18 – OFI 1 1º PLANTA;;29006;;marta@clave-azafatas.com;607839334;www.clave-azafatas.com;;;;;;
;Málaga;Click Desarrollos Turísticos S.L.;Agencias de viajes;;Málaga;Andalucía;C/  Rosa García Ascot, 2;;29190;;direccion@clickviaja.com;951772294;www.clickviaja.com;;;;;;
;Málaga;Colección Museo Ruso;Museos y centros de interés turístico visitable;;Málaga;Andalucía;Av de Sor Teresa Prat, 15;;29003;;info.coleccionmuseoruso@malaga.eu;951926150;http://www.coleccionmuseoruso.es/;;;;;;
;Málaga;Cristina Burgos Flachmann;Guías turísticos;;Benalmádena;Andalucía;Av. de la Estación, nº 7. Edif Diorama D, 1º-P6;;29631;;flachburg@terra.es;627378215;;;;;;;
;Málaga;DANI GARCIA CATERING;Restaurantes y empresas turísticas de Catering;;Málaga;Andalucía;Camino Retiro, 2;;29140;;info@danigarciacatering.com;951 968 258;http://www.danigarciacatering.com/;https://www.facebook.com/pages/Dani-Garcia-Catering/476839882390159;https://twitter.com/DaniGarciaCat;;;;https://www.youtube.com/channel/UCVPRYm89t5HLmTMKvK3FR0A
;Málaga;Daniel Narváez de la Cruz                Lic. 53;Taxis;;Málaga;Andalucía;Av.  Virgen de la Candelaria, 39;;29730;;daniel_narvaez89@hotmail.com;615931725;;;;;;;
;Málaga;David Montilla Muñoz  Lic. 604;Taxis;;Málaga;Andalucía;C/ Hermes, 9 Blq. 5, 3º D;;29010;;darvi1@gmail.com;686724040;;;;;;;
;Málaga;David Muñoz Fernández Lic. 889;Taxis;;Malaga;Andalucía;C/ Tamayo y Baus nº 37;;29010;;davidtaximalaga@hotmail.com;656451768;;;;;;;
;Málaga;Debla Escuela de Español;Escuelas de español para extranjeros;;Málaga;Andalucía;Camino del Monte, 23;;29016;;info@debla.com;952603885;www.debla.com;;;;;;
;Málaga;Diego Palomo Diaz Lic. 821;Taxis;;Málaga;Andalucía;C/ Concepción Arenal, 9;;29169;;diego.pd47@gmail.com;656181112;;;;;;;
;Málaga;Diego Salinas Segura;Guías turísticos;;Torremolinos;Andalucía;C/ M solano,;;29620;;diegosalinase@gmail.com;617954906;;;;;;;
;Málaga;Ecoturismo del Sur;Empresas de turismo activo;;Málaga;Andalucía;AVDA. JUAN LOPEZ PEÑALVER, ;;29596;;ecoturismodelsur@hotmail.com;664280329;;;;;;;
;Málaga;Eduard  E. F Vandoorne;Guías turísticos;;Torremolinos;Andalucía;Edif. Buena Vista, boscán 34 - 2ª A;;29620;;malagaguides@hotmail.es;626406674;;;;;;;
;Málaga;El Fogón de Paco;Restaurantes y empresas turísticas de Catering;;Málaga;Andalucía;Fernando Camino, nº 15;;29016;;pacofogon@gmail.com;647710813;;;;;;;
;Málaga;EL HAMMAM OPEN SPACE & SPA;Servicios turísticos de salud;;Málaga;Andalucía;C/ Tomás de Cózar, 13;;29008;;info@elhammamspa.com;952221138;WWW.elhammamspa.com;El Hammam Open Space & SPA;;;;;El Hammam Open Space & SPA
;Málaga;El Pequeño Búfalo;Restaurantes y empresas turísticas de Catering;;Málaga;Andalucía;Paseo Marítimo el Pedregal, 74;;29017;;info@elpequenobufalo.com;952299850;www.elpequenobufalo.com;https://www.facebook.com/elpequenobufaloysumama;;;;;
;Málaga;El PIMPI;Restaurantes y empresas turísticas de Catering;;Málaga;Andalucía;C/ Granada, 62;;29015;;laboral@elpimpi.com;952225403;www.elpimpi.com;;;;;;
;Málaga;Emilio Ramos Moreno;Guías turísticos;;Torremolinos;Andalucía;Avda. Joan Miró, 4, Edificio Salomer, 1º;;29620;;;952386042;;;;;;;
;Málaga;Eva Mc Queen;Guías turísticos;;Torremolinos;Andalucía;C/ Argentina;;29670;;evamcqueen@hotmail.com;670796928;;;;;;;
;Málaga;Explora Malaga;Guías turísticos;;Málaga;Andalucía;C/ sede;;29001;;info@exploramalaga.com;+34 611 454 404;www.exploramalaga.com;;;;;;
;Málaga;Federico Arjona Gallego Lic.941;Taxis;;Málaga;Andalucía;c/ Gaucin nº12;;29003;;Taximalaga941@hotmail.com;692496182;;;;;;;
;Málaga;Fernando Rubén Martín Azuaga Lic. 855;Taxis;;Málaga;Andalucía;C/ Montserrat roie nº6;;29011;;rubmarazu@hotmail.com;653631129;;;;;;;
;Málaga;Francisco Aguilar Carrión;Guías turísticos;;Málaga;Andalucía;C/ Santos 7, 4º;;29005;;francis.guiamalaga@yahoo.es;654547885;;;;;;;
;Málaga;Francisco Alcántara Gámez Lic.1191;Taxis;;Málaga;Andalucía;caseta nº3, buzon 86;;29014;;fag1191@hotmail.com;659934278;;;;;;;
;Málaga;Francisco García Luque - Lic 1283;Taxis;;Málaga;Andalucía;C/ Concepcion Arenal, 9;;29196;;pacoluke1973@gmail.com;645795055;;;;;;;
;Málaga;Francisco José Robles Ortiz Lic. 979;Taxis;;Rincón de la Victoria;Andalucía;Urb. Gran Sol, Blq 20- 2ºB;;29730;;pacotransfer979@gmail.com;689 821 175;;www.facebook.com/pages/Paco-Robles/1419308058282951;@pacotransfer979;;;;
;Málaga;Francisco Martín Gómez Lic.908;Taxis;;Málaga;Andalucía;Carril del capitan nº25;;29010;;franciscomartin908@gmail.com;625955744;;;;;;;
;Málaga;Fundación  Picasso  Museo  Casa  Natal;Museos y centros de interés turístico visitable;;Málaga;Andalucía;Plaza de la Merced, 15;;29012;;info.fundacionpicasso@malaga.eu;952061488;http://www.fundacionpicasso.es/;;;;;;
;Málaga;Hammam Al Ándalus en Málaga;Servicios turísticos de salud;;Málaga;Andalucía;Plaza de los Mártires, 5;;29008;;m.garcia@hammamalandalus.com;952215018  ;malaga.hammamalandalus.com;;;;;;
;Málaga;HOTEL  DEL  PINTOR;Hoteles y apartamentos turísticos;;Málaga;Andalucía;C/ Alamos, 27;;29012;;info@hoteldelpintor.com;952060980;www.hoteldelpintor.com;;;;;;
;Málaga;HOTEL  ZENIT  MALAGA;Hoteles y apartamentos turísticos;;Málaga;Andalucía;c/ Cuba, 1;;29013;;dirmalaga@zenithoteles.com;952252000;www.zenithoteles.com;;;;;;
;Málaga;Hotel Barceló Málaga;Hoteles y apartamentos turísticos;;Málaga;Andalucía;Héroe de Sostoa, 2;;29002;;malaga.sdh@barcelo.com;952047494;;barcelo malaga;;;;;
;Málaga;HOTEL CARLOS V MALAGA;Hoteles y apartamentos turísticos;;Málaga;Andalucía;C/  Císter,  10;;29015;;yolandalopez@hotel-carlosvmalaga.com;952 21 51 20;www.hotel-carlosvmalaga.com;;;;;;
;Málaga;Hotel El Romerito;Hoteles y apartamentos turísticos;;Málaga;Andalucía;C/ España 50;;29006;;info@hotelromerito.com;952 36 35 48;;;;;;;
;Málaga;Hotel Eurostars Astoria;Hoteles y apartamentos turísticos;;Málaga;Andalucía;Avda. Comandante Benitez, Nº 5;;29001;;recepcion@eurostarsastoria.com;951 01 43 00;www.eurostarsastoria.com;;;;;;
;Málaga;HOTEL GUADALMEDINA;Hoteles y apartamentos turísticos;;Málaga;Andalucía;Pasillo del Matadero, 16;;29002;;malaga@hotelguadalmedina.es;952365146;www.hotelguadalmedina.es;;;;;;
;Málaga;HOTEL HUMAINA;Hoteles y apartamentos turísticos;;Málaga;Andalucía;Parque Natural Montes de Málaga, Ctra. Colmenar, s/n;;29013;;info@hotelhumaina.es;952641025;www.hotelhumaina.es;;;;;;
;Málaga;Hotel Ms Maestranza;Hoteles y apartamentos turísticos;;Málaga;Andalucía;Avda. Cánovas del Castillo, 1;;29016;;maestranza@mshoteles.com;952 21 36 10;www.mshoteles.com;;;;;;
;Málaga;Hotel Posadas de España;Hoteles y apartamentos turísticos;;Málaga;Andalucía;C/ Graham Bell, 4;;29590;;hotelmalaga@posadasdeespana.com;951 23 30 00;;;;;;;
;Málaga;Hotel Room Mate Larios;Hoteles y apartamentos turísticos;;Málaga;Andalucía;C/ Marqués de Larios, 2;;29008;;k.laguna@room-matehotels.com;952 222 200;www.room-matehotels.com;;;;;;
;Málaga;Hotel Room Mate Lola;Hoteles y apartamentos turísticos;;Málaga;Andalucía;C/ Casas de Campos, 17;;29001;;k.laguna@room-matehotels.com;952579300;www.room-matehotels.com;;;;;;
;Málaga;Hotel Sallés Málaga Centro;Hoteles y apartamentos turísticos;;Málaga;Andalucía;C/ Mármoles, 6;;29007;;hotelmc@salleshotels.com;952 07 02 16;http://www.salleshotels.com/es/seccion/32/salles-hotel-malaga-centro.html;;;;;;
;Málaga;Hotel Silken Puerta Málaga;Hoteles y apartamentos turísticos;;Málaga;Andalucía;C/ Héroe de Sostoa, 17;;29002;;direccion.puertamalaga@hoteles-silken.com;951010150;;;;;;;
;Málaga;HOTEL VINCCI  MALAGA;Hoteles y apartamentos turísticos;;Málaga;Andalucía;C/ Pacífico, 44;;29004;;malaga@vinccihoteles.com;952175060;www.vinccihoteles.com;;;;;;
;Málaga;HOTEL VINCCI POSADA DEL PATIO;Hoteles y apartamentos turísticos;;Málaga;Andalucía;Pasillo de Santa Isabel, 7;;29005;;posadadelpatio@vinccihoteles.com;951 001 020;www.vinccihoteles.com;;;;;;
;Málaga;INPETRAVEL;Agencias de viajes;;Málaga;Andalucía;Calle Saint Exupery, 20 oficina 11;;29007;;INFO@INPETRAVEL.COM;951385770;http://www.inpetravel.com/;https://www.facebook.com/Inpetravel-viajes-855841384453079/;@inpetravel;;;;
;Málaga;Instituto Andalusí de Español;Escuelas de español para extranjeros;;Málaga;Andalucía;c/ Reino de León, 10;;29018;;info@instituto-andalusi.com;952 20 61 28;www.instituto-andalusi.com  ;;;;;;
;Málaga;Instituto de Español P. Picasso;Escuelas de español para extranjeros;;Málaga;Andalucía;Plaza de la Merced, nº 20, 1º;;29012;;info@instituto-picasso.com;952213932;www.instituto-picasso.com;;;;;;
;Málaga;Isabel Maria Ruiz Hijano;Taxis;;Malaga;Andalucía;C/ Concepción Arenal, 9;;29196;;taxi715agp@gmail.com;629055186;;;;;;;
;Málaga;Iván González Rodríguez  Lic.813;Taxis;;Málaga;Andalucía;Calle Concepción Arenal nº9;;29196;;gonzalezrodriguezivan@hotmail.com;607658044;;;;;;;
;Málaga;Jaime Miguel Ferrer Perles;Guías turísticos;;MALAGA;Andalucía;AVDA. JOAN MIRO 4;;29011;;;653 321 335;;;;;;;
;Málaga;Javier Herrera Pelaez;Guías turísticos;;Málaga;Andalucía;C/ sede;;29001;;javierherrerapelaez@gmail.com;690280941;;;;;;;
;Málaga;Jesús Mora García Lic.36;Taxis;;Málaga;Andalucía;Calle Concepción Arenal nº9;;29196;;jesusmora13@hotmail.com;665852235;;;;;;;
;Málaga;Joaquín Millán Campos Lic. 518;Taxis;;Málaga;Andalucía;C/ San Exupery, 20 Blq 5 atico;;29007;;taximalaga518@ono.com;606586362;www.ecotaxitransfersmalaga.com;;;;;;
;Málaga;Jose A. Gallego Jiménez Lic.859;Taxis;;Málaga;Andalucía;C/ Esquilo nº21;;29010;;josegallego99@gmail.com;628650951;;;;;;;
;Málaga;Jose Antonio Cerrada Serrano Lic. 125;Taxis;;Málaga;Andalucía;www.taximalagaconfort.es;;29007;;cerradajoseantonio@gmail.com;617848600;;;;;;;
;Málaga;José Antonio Garrido Ramírez lic. 517;Taxis;;Málaga;Andalucía;c/ Fuente Alegre, nº72;;29190;;jgr.taxi517@hotmail.com;615015827;;;;;;;
;Málaga;José Antonio Gómes Pedrosa Lic. 729;Taxis;;Alhaurín de la Torre;Andalucía;c/ Mar Egeo, 46;;29130;;taxismalagasol@gmail.com;630375596;;;;;;;
;Málaga;José Antonio Pérez Rodríguez Lic. 547;Taxis;;Málaga;Andalucía;c/ Toquero, 45. Blq 2, bajo K;;29013;;taxiperez547@gmail.com;654886185;;;;;;;
;Málaga;José Antonio Secilla;Guías turísticos;;Arroyo de la Miel;Andalucía;C/ Huerta Peralta, 7, 2ºA;;29631;;joansecilla@hotmail.com;691244752;;;;;;;
;Málaga;José Diaz Oliva;Guías turísticos;;Málaga;Andalucía;www.guiasdemalaga.es;;29620;;aceituna1957@yahoo.es;655843737;;;;;;;
;Málaga;José Gómez de la Rosa lic. 59;Taxis;;Málaga;Andalucía;Calle Concepción Arenal nº9;;29196;;gomezdelarosa2002@yahoo.es;607324462;;;;;;;
;Málaga;José Jesús  Jiménez Álvarez Lic. 417;Taxis;;Rincón de la Victoria;Andalucía;Lomas de Golf C/ Costa Rica Edif. Ryder blq.2 Bajo C;;29738;;jejial@gmail.com;630877031;;;;;;;
;Málaga;Jose Luis García Robles Lic.948;Taxis;;Málaga;Andalucía;c/ Pastora Imperio nº 19;;29014;;LUGARO524@gmail.com;676368091;;;;;;;
;Málaga;José Luis Jiménez del Valle;Guías turísticos;;Málaga;Andalucía;C/ Antillas, 7, 3º B;;29004;;jose_luis_jdv@hotmail.com;659293179;;;;;;;
;Málaga;José Luis Medina Serralvo Lic. 1305;Taxis;;Málaga;Andalucía;C/ Concepción Arenal, 9;;29169;;jl.mediserralvo@gmail.com;607114131;;;;;;;
;Málaga;José Manuel Béjar Silva Lic. 475;Taxis;;Málaga;Andalucía;C/ Concepción Arenal, 9;;29169;;manoloperito475@gmail.com;657265354;;;;;;;
;Málaga;José Manuel González Roldán Lic-582;Taxis;;Málaga;Andalucía;Calle Carlos Armiches, 31;;29010;;josemanuelgr.64@gmail.com;625618221;;;;;;;
;Málaga;Jose Manuel Martínez Jiménez;Guías turísticos;;Málaga;Andalucía;C/. Villafuerte, 30;;29018;;jmmartinez.turismo@gmail.com;670803122;;;;;;;
;Málaga;José Mariano Fenández Lic. 1043;Taxis;;Benalmádena;Andalucía;Avda. Constitución, 20 4º B;;29631;;marianofdz63@gmail.com;659 501 831;;;;;;;
;Málaga;José Postigo Pinazo lic.670;Taxis;;Málaga;Andalucía;c/ Martínez Maldonado, 70- 3º M3;;29010;;pepe670ma@hotmail.com;639153401;;;;;;;
;Málaga;José Sánchez Ruiz lic.1009;Taxis;;Málaga;Andalucía;c/ Pérez de Ayala, 6;;29014;;jose_taxi_asistencia@hotmail.com;952652709;;;;;;;
;Málaga;Joyería A. Marcos;Comercios;;Málaga;Andalucía;C/ Larios Nº 2;;29005;;info@joyeriamarcos.com;952 21 38 93;www.joyeriamarcos.com;;;;;;
;Málaga;Juan Antonio Baez Fernández Lic. 1121;Taxis;;Málaga;Andalucía;c/ Martínez Maldonado, 68, 4ºD;;29010;;juan-taxi1121@hotmail.com;670654211;;;;;;;
;Málaga;Juan Antonio Fuentes Alarcón Lic. 630;Taxis;;Málaga;Andalucía;Concepción Arenal, 9;;29196;;junular@outlook.com;664337497;;;;;;;
;Málaga;Juan Antonio Rodríguez Pérez;Guías turísticos;;MALAGA;Andalucía;AVD. JOAN MIRO 2;;29011;;;952386045;;;;;;;
;Málaga;Juan Fernández Rodríguez  -  Lic. 1355;Taxis;;Málaga;Andalucía;C/ Blas de Lezo,;;29010;;juanielviolento@gmail.com;952429945;;;;;;;
;Málaga;Juan Francisco Ruiz Ponce;Guías turísticos;;El Gastor (Cádiz);Andalucía;C/ Puentecilla, 16;;11687;;123.jfrp@hotmail.es;626 44 37 44;;;;;;;
;Málaga;Juan García Corral;Guías turísticos;;Marbella;Andalucía;Valentuñana;;29601;;info@guiaronda.com;629558815;www.guiaronda.com;;;;;;
;Málaga;Juan González Jiménez Lic. 1257;Taxis;;Málaga;Andalucía;C/ Concepción Arenal, 9;;29004;;entreverbos.jjimenez@gmail.com;629654652;;;;;;;
;Málaga;Juan Jesús Sánchez de Haro Lic. 359;Taxis;;Málaga;Andalucía;Calle Concepción Arenal nº9;;29196;;booking@transferairportmalaga.com;633891398;;;;;;;
;Málaga;Juan Luis Martín Mancera lic.875;Taxis;;Málaga;Andalucía;c/ Balazon 2, 9º-B;;29003;;espumosas_x@hotmail.com;651396934;;;;;;;
;Málaga;Juan Manuel Garrido Jimeno;Guías turísticos;;Málaga;Andalucía;C/Refino nº 1 ;;29013;;garridoni0013@gmail.com;625279344;;;;;;;
;Málaga;Juan Manuel Pérez Suárez       Lic. 399;Taxis;;Málaga;Andalucía;c/poeta Aurora Albornoz, nº4, portal4, 3º-B;;29010;;malagati2@hotmail.com;607509407;;;;;;;
;Málaga;Judith Regenyi;Guías turísticos;;Málaga;Andalucía;Málaga;;29001;;regenyi@hotmail.com;619859694;;;;;;;
;Málaga;Julio Hiraldo Tornay;Guías turísticos;;Málaga;Andalucía;Málaga;;29001;;juliohiraldos@gmail.com;686574865;;;;;;;
;Málaga;Lagar Martínez;Alojamientos rurales;;Málaga;Andalucía;C/ Leopoldo Werner, 13;;29014;;info@lagarmartinez.com;952657063;www.lagarmartinez.com;;;;;;
;Málaga;Lamar de Eventos;OPC's;;Málaga;Andalucía;C/ Álamos 17, 3º 2;;29012;;info@lamardeventos.com;952003669;;;;;;;
;Málaga;Lexis;Escuelas de español para extranjeros;;Málaga;Andalucía;Paseo de la Farola, nº 3;;29016;;info@lexis-es.com;952226090;www.lexis-es.com;;;;;;
;Málaga;LEXPERIENCE S.L.;Bares y cafeterías;;Málaga;Andalucía;C/ SANCHA DE LARA, 13, 5ª IZQDA;;29015;;info@plazadelobispo.com;606197228;;;;;;;
;Málaga;Los Patios de Beatas;Restaurantes y empresas turísticas de Catering;;Málaga;Andalucía;C/ Beatas, 43;;29006;;info@lospatiosdebeatas.com;952210350;www.lospatiosdebeatas.com;;;;;;
;Málaga;Lounge  Bar Plaza;Restaurantes y empresas turísticas de Catering;;Málaga;Andalucía;Puerto Málaga, Muelle 1, local 54;;29015;;loungebarplaza@outlook.es;952213514;www.loungebarplaza.com;;;;;;
;Málaga;Lourdes Mongelli Muñoz;Guías turísticos;;Torremolinos;Andalucía;Avda. Salvador Dalí, nº 9, 1º C;;29620;;emongelli@hotmail.com;619057680;;;;;;;
;Málaga;Luis Jiménez  Rubio;Guías turísticos;;Málaga;Andalucía;c/ Sede;;29001;;luisjimenezrubio@gmail.com;687678333;;;;;;;
;Málaga;M. Mateos Bus S.L.U;Empresas de transporte turístico;;Málaga;Andalucía;C/ Ramón Hernández, 4 Pli. Villa Rosa;;29004;;info@mateosbus.com;952171747;www.mateosbus.com;;;;;;
;Málaga;Mª del Mar Porras Porras;Guías turísticos;;Málaga;Andalucía;C/ Salvador Espada Leal, nº 2, 4ºB;;29002;;mdmarporras@yahoo.es;657503823;;;;;;;
;Málaga;Mahroo Tahmassebi Kheradmand;Guías turísticos;;Mijas;Andalucía;C/ Jardín de Campanales,;;29651;;mahy.ta@hotmail.com;656659542;www.touryguia.es;;;;;;
;Málaga;MAKYRE EVENTOS;OPC's;;Málaga;Andalucía;C/ Cañón, 3;;29015;;macarena@makyre.com;951243526;;;;;;;
;Málaga;MALAGA CHARTER;Empresas de alquiler de vehículos y embarcaciones;;Malaga;Andalucía;C/ Don Juan Diaz, 4 3ºA;;29015;;info@malagacharter.es;670800702;http://www.malagacharter.es;https://es-es.facebook.com/AlquilerMalagaCharter;https://twitter.com/MalagaCharter;;;;https://www.youtube.com/user/malagacharter10
;Málaga;Málaga Convention Bureau;Convention bureaux;;Málaga;Andalucía;Paseo Antonio Machado 12, 5ª planta, torre B;;29002;;convention.bureau@malaga.eu;951927685;www.malagacongresos.com;;;;;;
;Málaga;Málaga Discovery Soc. Coop. And.;Guías turísticos;;Málaga;Andalucía;Av Salvador Dalí 12, 3.2;;29620;;malagadiscovery@yahoo.com;677576090;;;;;;;
;Málaga;Málaga Gastronomy - Leisure & Culture on the Costa del Sol;OPC's;;Málaga;Andalucía;Camino de los Almendrales, 9;;29013;;info@malagagastronomy.com;660893056;www.malagagastronomy.com;;;;;;
;Málaga;Malaga Plus Escuela de Español;Escuelas de español para extranjeros;;Málaga;Andalucía;Psje. Antonio Barceló Madueño, 8;;29017;;contable@malagaplus.com;952299330;www.malagaplus.com ;;;;;;
;Málaga;Malagarental;Empresas de transporte turístico;;Málaga;Andalucía;Av. andalucía, 38;;29007;;info@malagarental.com;669081262;www.malagarental.com;http://www.facebook.com/malagarental;;;;;
;Málaga;Manuel Baez Fernández Lic. 1370;Taxis;;Málaga;Andalucía;c/ Los Aguacates, 16. casa4;;29014;;manolo1040@hotmail.com;636710604;;;;;;;
;Málaga;Manuel García Pérez Lic. 109;Taxis;;Málaga;Andalucía;Concepción Arenal, 9;;29169;;maerero@hotmail.com;606533189;;;;;;;
;Málaga;Manuel Noguera Jimeno;Guías turísticos;;Málaga;Andalucía;C/ Luis Barahona de Soto, 3, 5º A;;29004;;manuelnoguera@terra.com;629290176;;;;;;;
;Málaga;MARBELLA BUS;Empresas de transporte turístico;;Málaga;Andalucía;C/ Ríos Rosas,  13, 1º A;;29007;;jmolina@organizemalaga.com;687018530;;;;;;;
;Málaga;María del Valle López Rodrigo;Guías turísticos;;Málaga;Andalucía;C/ Camino Santa Paula,;;29001;;vallelrodrigo@telefonica.net;626675745;;;;;;;
;Málaga;María Dolores Fernández Silva;Guías turísticos;;Málaga;Andalucía;C/Alegrías, 24;;29006;;lolifdezsilva@hotmail.com;670645934;;;;;;;
