
| IDCENTR |                        NOMBRE                         |  IDAREA   | IDZONAB | TIPOC |     DIRECCION     |     LOCALIDAD     |     TELEFONO      | ESDOCE |       CODMU       |        CP         |     D_GESTION     |   C_GESTION_ID    |

| 123913  | BOVEDA                                                |      8639 |   24193 |     1 | C/ DOCTOR         | BOVEDA (SAN       | 982426228         | N      |            270082 | 27340             | SERVIZO GALEGO DE |                 1 |

| 123920  | RUBIAN                                                |      8639 |   24193 |     2 | AVDA. SANTIAGO    | RUBIÁN (SANTIAGO) | 982424320         | N      |            270082 | 27350             | SERVIZO GALEGO DE |                 1 |

| 123887  | A BARRELA                                             |      8639 |   24195 |     1 | C/ ACCESO DE AVDA | LOUSADA           | 982466321         | N      |            270095 | 27520             | SERVIZO GALEGO DE |                 1 |

| 123874  | CASTRO RIBERAS DO LEA                                 |      8639 |   24196 |     1 | AVDA. TERRA CHA,  | RIBEIRAS DE LEA   | 982311018         | S      |            270109 | 27269             | SERVIZO GALEGO DE |                 1 |

| 123878  | CASTRO DE REI                                         |      8639 |   24196 |     2 | AVDA. AVIACION    | CASTRO DE REI     | 982314106         | N      |            270109 | 27250             | SERVIZO GALEGO DE |                 1 |

| 123891  | CASTROVERDE                                           |      8639 |   24197 |     1 | C/ ROSALIA DE     | VILARIÑO          | 982312310         | N      |            270116 | 27120             | SERVIZO GALEGO DE |                 1 |

| 123883  | SAN ROMAN                                             |      8639 |   24198 |     1 | C/ DEPUTACION,    | SAN ROMAN DE      | 982364567         | N      |            270121 | 27664             | SERVIZO GALEGO DE |                 1 |

| 123886  | DOIRAS                                                |      8639 |   24198 |     2 | LUGAR PONTE DE    | CEREIXEDO         | 982151002         | N      |            270121 | 27666             | SERVIZO GALEGO DE |                 1 |

| 123863  | CERVO                                                 |      8639 |   24199 |     1 | C/ XOSE MARIA     | CERVO (SANTA      | 982557525         | N      |            270137 | 27891             | SERVIZO GALEGO DE |                 1 |

| 123866  | SAN CIBRAO                                            |      8639 |   24199 |     1 | AVDA. VEIGA (DA), | LIEIRO (SANTA     | 982594519         | N      |            270137 | 27890             | SERVIZO GALEGO DE |                 1 |

| 123892  | CORGO                                                 |      8639 |   24201 |     1 | CR ESTRADA        | CORGO (O) (SAN    | 982302090         | N      |            270142 | 27163             | SERVIZO GALEGO DE |                 1 |

| 123940  | COSPEITO                                              |      8639 |   24202 |     1 | AVDA. VIRXE DO    | SISTALLO (SAN     | 982520120         | N      |            270155 | 27377             | SERVIZO GALEGO DE |                 1 |

| 123944  | MUIMENTA                                              |      8639 |   24202 |     2 | AVDA. COSPEITO,   | MUIMENTA (SANTA   | 982520120         | N      |            270155 | 27377             | SERVIZO GALEGO DE |                 1 |

| 123888  | CHANTADA                                              |      8639 |   24200 |     1 | AVDA. MONFORTE,   | CHANTADA          | 982441812         | N      |            270168 | 27500             | SERVIZO GALEGO DE |                 1 |

| 123924  | FOLGOSO DO COUREL                                     |      8639 |   24203 |     1 | CL DEPUTACION,    | FOLGOSO DO COUREL | 982433033         | N      |            270174 | 27325             | SERVIZO GALEGO DE |                 1 |

| 123927  | SEOANE DO COUREL                                      |      8639 |   24203 |     1 | CAMINO CAMIÑO DA  | SEOANE DO COUREL  | 982433090         | N      |            270174 | 27324             | SERVIZO GALEGO DE |                 1 |

| 123893  | A FONSAGRADA                                          |      8639 |   24204 |     1 | CL CHAOS (OS),    | FONSAGRADA (A)    | 982350005         | N      |            270180 | 27100             | SERVIZO GALEGO DE |                 1 |

| 123864  | FOZ                                                   |      8639 |   24205 |     1 | C/ PINTOR         | FOZ (SANTIAGO)    | 982132379         | N      |            270193 | 27780             | SERVIZO GALEGO DE |                 1 |

| 123904  | FRIOL                                                 |      8639 |   24206 |     1 | AVDA. LUGO, S/N   | FRIOL             | 982371005         | N      |            270207 | 27220             | SERVIZO GALEGO DE |                 1 |

| 123943  | XERMADE                                               |      8639 |   24250 |     1 | C/ RÚA DE         | XERMADE (SANTA    | 982501134         | N      |            270214 | 27833             | SERVIZO GALEGO DE |                 1 |

| 123896  | GUITIRIZ                                              |      8639 |   24207 |     1 | CL XERMADE, S/N   | LAGOSTELLE (SAN   | 982372110         | N      |            270229 | 27300             | SERVIZO GALEGO DE |                 1 |

| 123897  | PARGA                                                 |      8639 |   24207 |     2 | C/ RÚA CALVO      | PARGA (SANTO      | 982373030         | N      |            270229 | 27380             | SERVIZO GALEGO DE |                 1 |

| 123899  | GUNTIN                                                |      8639 |   24208 |     1 | AV GRUPO ESCOLAR, | GUNTÍN DE         | 982320040         | N      |            270235 | 27211             | SERVIZO GALEGO DE |                 1 |

| 123902  | LOUSADA                                               |      8639 |   24208 |     2 | CTRA. ESTRADA     | SAN MAMEDE DE     | 982208243         | N      |            270235 | 27185             | SERVIZO GALEGO DE |                 1 |

| 123932  | O INCIO                                               |      8639 |   24220 |     1 | C/ DO RODEIRO,    | INCIO (O) (SANTA  | 982427077         | N      |            270240 | 27346             | SERVIZO GALEGO DE |                 1 |

| 123948  | XOVE                                                  |      8639 |   24251 |     1 | CAMINO REAL, S/N  | XOVE (SAN         | 982592424         | N      |            270253 | 27870             | SERVIZO GALEGO DE |                 1 |

| 123931  | LANCARA                                               |      8639 |   24209 |     1 | C/ ROSALIA DE     | POBRA DE SAN XIAO | 982543357         | N      |            270266 | 27360             | SERVIZO GALEGO DE |                 1 |

| 123911  | LOURENZA                                              |      8639 |   24210 |     1 | C/ MUIÑO DO       | LOURENZÁ (SANTA   | 982122029         | N      |            270272 | 27760             | SERVIZO GALEGO DE |                 1 |

| 123903  | A MILAGROSA                                           |      8639 |   24211 |     1 | C/ RIO SER, Nº    | LUGO              | 982202223         | S      |            270288 | 27004             | SERVIZO GALEGO DE |                 1 |

| 123905  | FINGOI                                                |      8639 |   24211 |     1 | CL ARMORICA, S/N  | LUGO              | 982244025         | S      |            270288 | 27002             | SERVIZO GALEGO DE |                 1 |

| 123906  | NADELA                                                |      8639 |   24211 |     2 | CTRA. ESTRADA DE  | SAN XOÁN DE PENA  | 982244025         | N      |            270288 | 27160             | SERVIZO GALEGO DE |                 1 |

| 123907  | ILLAS CANARIAS                                        |      8639 |   24211 |     1 | C/ ILLAS          | LUGO              | 982218382         | S      |            270288 | 27003             | SERVIZO GALEGO DE |                 1 |

| 123908  | PRAZA DO FERROL                                       |      8639 |   24211 |     1 | PLAZA FERROL      | LUGO              | 982245487         | N      |            270288 | 27001             | SERVIZO GALEGO DE |                 1 |

| 123909  | SAGRADO CORAZON                                       |      8639 |   24211 |     1 | BARRIO SAGRADO    | LUGO              | 982230122         | S      |            270288 | 27003             | SERVIZO GALEGO DE |                 1 |

| 123910  | SAN ROQUE                                             |      8639 |   24211 |     1 | C/ PEÑA ANDA, Nº  | LUGO              | 982254634         | S      |            270288 | 27002             | SERVIZO GALEGO DE |                 1 |

| 123869  | MEIRA                                                 |      8639 |   24212 |     1 | CL REGO DE SAN    | MEIRA (SANTA      | 982330240         | N      |            270291 | 27240             | SERVIZO GALEGO DE |                 1 |

| 123912  | MONDOÑEDO                                             |      8639 |   24213 |     1 | CL JOSÉ MARÍA     | SANTIAGO DE       | 982507452         | N      |            270305 | 27740             | SERVIZO GALEGO DE |                 1 |

| 123914  | MONFORTE DE LEMOS                                     |      8639 |   24214 |     1 | C/ DOUTOR         | MONFORTE DE LEMOS | 982404712         | S      |            270312 | 27400             | SERVIZO GALEGO DE |                 1 |

| 123922  | MONTERROSO                                            |      8639 |   24215 |     1 | C/ CONCEPCION     | MONTERROSO        | 982377759         | N      |            270327 | 27560             | SERVIZO GALEGO DE |                 1 |

| 123941  | MURAS                                                 |      8639 |   24216 |     1 | PLAZA VILALBA     | MURAS (SAN PEDRO) | 982500123         | N      |            270333 | 27836             | SERVIZO GALEGO DE |                 1 |

| 123881  | NAVIA DE SUARNA                                       |      8639 |   24217 |     1 | CL CAMIN DO       | POBRA DE NAVIA    | 982365005         | N      |            270348 | 27650             | SERVIZO GALEGO DE |                 1 |

| 123895  | NEGUEIRA DE MUÑIZ                                     |      8639 |   24218 |     2 | CTRA. ESTRADA     | NEGUEIRA (SAN     | 982353333         | N      |            270351 | 27113             | SERVIZO GALEGO DE |                 1 |

| 123879  | AS NOGAIS                                             |      8639 |   24219 |     1 | C/ AMPARO DEL     | NOGAIS (AS)       | 982364273         | N      |            270370 | 27677             | SERVIZO GALEGO DE |                 1 |

| 123946  | OUROL                                                 |      8639 |   24221 |     1 | CTRA. ESTRADA     | OUROL (SANTA      | 982559062         | N      |            270386 | 27865             | SERVIZO GALEGO DE |                 1 |

| 123875  | OUTEIRO DE REI                                        |      8639 |   24222 |     1 | BARRIO SOBORVILA, | OUTEIRO DE REI    | 982393267         | N      |            270399 | 27150             | SERVIZO GALEGO DE |                 1 |

| 123923  | PALAS DE REI                                          |      8639 |   24223 |     1 | AV LUGO, S/N      | PALAS DE REI (SAN | 982374132         | N      |            270403 | 27200             | SERVIZO GALEGO DE |                 1 |

| 123916  | PANTON                                                |      8639 |   24224 |     1 | PLAZA PRAZA DO    | PANTÓN (SAN       | 982456452         | N      |            270410 | 27430             | SERVIZO GALEGO DE |                 1 |

| 123934  | PARADELA                                              |      8639 |   24225 |     1 | C/ RUXIDOIRA      | PARADELA (SAN     | 982541197         | N      |            270425 | 27611             | SERVIZO GALEGO DE |                 1 |

| 123933  | O PARAMO                                              |      8639 |   24226 |     1 | LUGAR CAMPO DA    | RIBAS DE MIÑO     | 982539105         | N      |            270431 | 27166             | SERVIZO GALEGO DE |                 1 |

| 123867  | A PASTORIZA                                           |      8639 |   24227 |     1 | AVDA. DOCTOR      | PASTORIZA (O      | 982332141         | N      |            270446 | 27287             | SERVIZO GALEGO DE |                 1 |

| 123873  | BRETOÑA                                               |      8639 |   24227 |     2 | C/ DOMNINO LOPEZ  | BRETOÑA (SANTA    | 982332448         | N      |            270446 | 27286             | SERVIZO GALEGO DE |                 1 |

| 123882  | PEDRAFITA DO CEBREIRO                                 |      8639 |   24228 |     1 | CL CENTRO MEDICO, | PEDRAFITA DO      | 982367201         | N      |            270459 | 27670             | SERVIZO GALEGO DE |                 1 |

| 123870  | POL                                                   |      8639 |   24230 |     1 | C/ XAN MONTES     | MOSTEIRO (SAN     | 982345376         | N      |            270462 | 27270             | SERVIZO GALEGO DE |                 1 |

| 123917  | POBRA DO BROLLON                                      |      8639 |   24229 |     1 | C/ PEZA (A), S/N  | POBRA DO BROLLÓN  | 982430351         | N      |            270478 | 27330             | SERVIZO GALEGO DE |                 1 |

| 123868  | A PONTENOVA                                           |      8639 |   24231 |     1 | CAMINO CAMIÑO DO  | PONTENOVA (A)     | 982342400         | N      |            270484 | 27720             | SERVIZO GALEGO DE |                 1 |

| 123900  | PORTOMARIN                                            |      8639 |   24232 |     1 | C/ LUGO, Nº 005   | PORTOMARÍN (SAN   | 982545113         | N      |            270497 | 27170             | SERVIZO GALEGO DE |                 1 |

| 123925  | QUIROGA                                               |      8639 |   24233 |     1 | CL PEREIRO (DO),  | QUIROGA (SAN      | 982435200         | N      |            270500 | 27320             | SERVIZO GALEGO DE |                 1 |

| 123929  | RIBADEO                                               |      8639 |   24235 |     1 | CL REINANTE, S/N  | RIBADEO (SANTA    | 982130143         | N      |            270517 | 27700             | SERVIZO GALEGO DE |                 1 |

| 123926  | RIBAS DO SIL                                          |      8639 |   24236 |     1 | PLAZA MAYOR, Nº   | RIBAS DE SIL (SAN | 982428682         | N      |            270522 | 27310             | SERVIZO GALEGO DE |                 1 |

| 123871  | RIBEIRA DE PIQUÍN                                     |      8639 |   24237 |     1 | LUGAR CHAO DE     | SAN XURXO DE      | 982333680         | N      |            270538 | 27242             | SERVIZO GALEGO DE |                 1 |

| 123872  | RIOTORTO                                              |      8639 |   24238 |     1 | ACCESO AL CENTRO  | RIOTORTO (SAN     | 982346633         | N      |            270543 | 27744             | SERVIZO GALEGO DE |                 1 |

| 123935  | SAMOS                                                 |      8639 |   24239 |     1 | PLAZA PRAZA DO    | SAMOS (SANTA      | 982546178         | N      |            270556 | 27620             | SERVIZO GALEGO DE |                 1 |

| 123876  | RABADE                                                |      8639 |   24234 |     1 | C/ LOPE DE VEGA,  | RÁBADE (SAN       | 982390101         | N      |            270569 | 27370             | SERVIZO GALEGO DE |                 1 |

| 123936  | SARRIA                                                |      8639 |   24240 |     1 | CL CALVO SOTELO,  | SARRIA            | 982532111         | S      |            270575 | 27600             | SERVIZO GALEGO DE |                 1 |

| 123915  | O SAVIÑAO                                             |      8639 |   24241 |     1 | C/ MENDEZ NUÑEZ,  | VILASANTE (SAN    | 982455242         | N      |            270581 | 27540             | SERVIZO GALEGO DE |                 1 |

| 123919  | CURRELOS                                              |      8639 |   24241 |     2 | PLAZA PRAZA DA    | VILAESTEVA (SAN   | 982450309         | N      |            270581 | 27540             | SERVIZO GALEGO DE |                 1 |

| 123918  | SOBER                                                 |      8639 |   24242 |     1 | CTRA. GUNDIVOS    | ARROXO (SAN       | 982460701         | N      |            270594 | 27460             | SERVIZO GALEGO DE |                 1 |

| 123901  | TABOADA                                               |      8639 |   24243 |     1 | C/ RÚA INSUAS, Nº | TABOADA DOS       | 982465187         | N      |            270608 | 27550             | SERVIZO GALEGO DE |                 1 |

| 123930  | TRABADA                                               |      8639 |   24244 |     1 | C/ CONCELLO (DO), | TRABADA (SANTA    | 982135300         | N      |            270615 | 27765             | SERVIZO GALEGO DE |                 1 |

| 123937  | TRIACASTELA                                           |      8639 |   24245 |     1 | CTRA. SANTALLA,   | TRIACASTELA       | 982548018         | N      |            270620 | 27630             | SERVIZO GALEGO DE |                 1 |

| 123865  | O VALADOURO                                           |      8639 |   24246 |     1 | AVDA. VEIGA (DA), | FERREIRA (SANTA   | 982574312         | N      |            270636 | 27770             | SERVIZO GALEGO DE |                 1 |

| 123945  | O VICEDO                                              |      8639 |   24247 |     1 | C/ VIAS Y OBRAS   | VICEDO (O) (SANTO | 982590351         | N      |            270641 | 27860             | SERVIZO GALEGO DE |                 1 |

| 123942  | VILALBA                                               |      8639 |   24248 |     1 | CL MESTRAS AMELIA | VILALBA (SANTA    | 982510208         | N      |            270654 | 27800             | SERVIZO GALEGO DE |                 1 |

| 123947  | VIVEIRO                                               |      8639 |   24249 |     1 | AV RAMON CANOSA,  | VIVEIRO           | 982561201         | N      |            270667 | 27850             | SERVIZO GALEGO DE |                 1 |

| 123890  | BARALLA                                               |      8639 |   24189 |     1 | C/ RÚA COLEXIOS,  | BARALLA (SANTA    | 982369866         | N      |            279019 | 27680             | SERVIZO GALEGO DE |                 1 |

| 123862  | BURELA                                                |      8639 |   24194 |     1 | C/ RÚA EIJO       | BURELA            | 982585129         | S      |            279024 | 27880             | SERVIZO GALEGO DE |                 1 |

| 116918  | LA ACEBEDA                                            |      8647 |   22471 |     2 | PLAZA DE SAN      | LA ACEBEDA        | 918699107         | N      |            280014 | 28755             | SERVICIO          |                 1 |

| 117593  | AJALVIR                                               |      8647 |   22465 |     2 | AV LAS AGUAS, Nº  | AJALVIR           | 918843313         | N      |            280029 | 28864             | SERVICIO          |                 1 |

| 116910  | ALAMEDA DEL VALLE                                     |      8647 |   22469 |     2 | PLAZA DE SANTA    | ALAMEDA DEL VALLE | 918691818         | N      |            280035 | 28749             | SERVICIO          |                 1 |

| 117129  | EL ÁLAMO                                              |      8651 |   22550 |     2 | C/ FEDERICO       | EL ÁLAMO          | 918122379         | N      |            280040 | 28607             | SERVICIO          |                 1 |

| 117536  | CARMEN CALZADO                                        |      8645 |   22423 |     1 | C/ CARMEN         | ALCALÁ DE HENARES | 918822518         | S      |            280053 | 28801             | SERVICIO          |                 1 |

| 117537  | PUERTA DE MADRID                                      |      8645 |   22424 |     1 | AVDA. DEL         | ALCALÁ DE HENARES | 918806699         | N      |            280053 | 28802             | SERVICIO          |                 1 |

| 117538  | NTRA. SRA. DEL PILAR                                  |      8645 |   22425 |     1 | CL NTRA. SRA. DEL | ALCALÁ DE HENARES | 918828920         | N      |            280053 | 28803             | SERVICIO          |                 1 |

| 117539  | LUIS VIVES                                            |      8645 |   22426 |     1 | C/ LUIS VIVES, Nº | ALCALÁ DE HENARES | 918822286         | S      |            280053 | 28803             | SERVICIO          |                 1 |

| 117540  | MANUEL MERINO                                         |      8645 |   22427 |     1 | C/ MANUEL MERINO, | ALCALÁ DE HENARES | 918824000         | N      |            280053 | 28804             | SERVICIO          |                 1 |

| 117541  | JUAN DE AUSTRIA                                       |      8645 |   22428 |     1 | C/ JUAN DE        | ALCALÁ DE HENARES | 918821045         | N      |            280053 | 28804             | SERVICIO          |                 1 |

| 117542  | MARÍA DE GUZMÁN                                       |      8645 |   22429 |     1 | CL JUAN DE        | ALCALÁ DE HENARES | 918829170         | S      |            280053 | 28805             | SERVICIO          |                 1 |

| 117544  | MIGUEL DE CERVANTES                                   |      8645 |   24004 |     1 | C/ GUSTAVO ADOLFO | ALCALÁ DE HENARES | 918029649         | S      |            280053 | 28805             | SERVICIO          |                 1 |

| 117545  | LA GARENA                                             |      8645 |   24003 |     1 | C/ ARTURO SORIA,  | ALCALÁ DE HENARES | 918863535         | N      |            280053 | 28806             | SERVICIO          |                 1 |

| 128198  | REYES MAGOS                                           |      8645 |   24005 |     1 | AVDA. REYES       | ALCALÁ DE HENARES | 918822768         | S      |            280053 | 28805             | SERVICIO          |                 1 |

| 117586  | LA CHOPERA                                            |      8647 |   22459 |     1 | Pº DE LA CHOPERA, | ALCOBENDAS        | 916610487         | S      |            280066 | 28100             | SERVICIO          |                 1 |

| 117587  | MIRAFLORES                                            |      8647 |   22460 |     1 | AVDA. DE ESPAÑA,  | ALCOBENDAS        | 916538900         | N      |            280066 | 28100             | SERVICIO          |                 1 |

| 117588  | MARQUÉS DE LA VALDAVIA                                |      8647 |   22461 |     1 | Pº DE LA CHOPERA, | ALCOBENDAS        | 916626278         | N      |            280066 | 28100             | SERVICIO          |                 1 |

| 132126  | ARROYO DE LA VEGA                                     |      8647 |   24964 |     1 | BULEVAR SALVADOR  | ALCOBENDAS        | 914841149         | S      |            280066 | 28108             | SERVICIO          |                 1 |

| 132343  | VALDELASFUENTES                                       |      8647 |   25066 |     1 | C/ DOLORES        | ALCOBENDAS        | 914902660         | N      |            280066 | 28100             | SERVICIO          |                 1 |

| 117111  | MIGUEL SERVET                                         |      8651 |   22540 |     1 | C/ DON BENITO, Nº | ALCORCÓN          | 916114811         | N      |            280072 | 28922             | SERVICIO          |                 1 |

| 117112  | RAMÓN Y CAJAL                                         |      8651 |   22541 |     1 | C/ JABONERÍA, Nº  | ALCORCÓN          | 916116411         | S      |            280072 | 28921             | SERVICIO          |                 1 |

| 117113  | LOS CASTILLOS                                         |      8651 |   22542 |     1 | C/ CARBALLINO, Nº | ALCORCÓN          | 916120614         | N      |            280072 | 28925             | SERVICIO          |                 1 |

| 117114  | PEDRO LAIN ENTRALGO                                   |      8651 |   22543 |     1 | LIBERTAD, Nº 2    | ALCORCÓN          | 916120003         | S      |            280072 | 28924             | SERVICIO          |                 1 |

| 117115  | GREGORIO MARAÑÓN                                      |      8651 |   22544 |     1 | C/ ESCOLARES, Nº  | ALCORCÓN          | 916432375         | S      |            280072 | 28923             | SERVICIO          |                 1 |

| 117117  | DR. TRUETA                                            |      8651 |   22546 |     1 | PLAZA DE LAS      | ALCORCÓN          | 916190287         | S      |            280072 | 28921             | SERVICIO          |                 1 |

| 128194  | LA RIVOTA                                             |      8651 |   24020 |     1 | C/ LAS PALMERAS,  | ALCORCÓN          | 916416812         | N      |            280072 | 28925             | SERVICIO          |                 1 |

| 117127  | ALDEA DEL FRESNO                                      |      8651 |   22549 |     2 | CL SAN RAFAEL, Nº | ALDEA DEL FRESNO  | 918637292         | N      |            280088 | 28620             | SERVICIO          |                 1 |

| 116892  | SANTO DOMINGO (URBANIZACIÓN)                          |      8647 |   22466 |     2 | AVDA. DE          | ALGETE            | 916221974         | N      |            280091 | 28110             | SERVICIO          |                 1 |

| 117598  | ALGETE                                                |      8647 |   22466 |     1 | C/ VALDEAMOR,     | ALGETE            | 916282286         | N      |            280091 | 28110             | SERVICIO          |                 1 |

| 117054  | ALPEDRETE                                             |      8649 |   25223 |     2 | PLAZA DE LA       | ALPEDRETE         | 918579232         | N      |            280105 | 28430             | SERVICIO          |                 1 |

| 117479  | AMBITE                                                |      8643 |   22383 |     2 | C/ BENITO TORRES, | AMBITE            | 918722163         | N      |            280112 | 28580             | SERVICIO          |                 1 |

| 117551  | ANCHUELO                                              |      8645 |   22432 |     2 | AVDA DE LA PLAZA, | ANCHUELO          | 918840503         | N      |            280127 | 28818             | SERVICIO          |                 1 |

| 117183  | ARANJUEZ                                              |      8653 |   22590 |     1 | C/ ABASTOS,S/N    | ARANJUEZ          | 918916959         | N      |            280133 | 28300             | SERVICIO          |                 1 |

| 128195  | LAS OLIVAS                                            |      8653 |   24022 |     1 | C/ DEL DELEITE,   | ARANJUEZ          | 918090117         | N      |            280133 | 28300             | SERVICIO          |                 1 |

| 117485  | ARGANDA DEL REY                                       |      8643 |   24026 |     1 | Cº DEL MOLINO,    | ARGANDA DEL REY   | 918700792         | S      |            280148 | 28500             | SERVICIO          |                 1 |

| 117486  | ARGANDA - FELICIDAD                                   |      8643 |   22384 |     1 | C/ FELICIDAD, Nº  | ARGANDA DEL REY   | 918758312         | S      |            280148 | 28500             | SERVICIO          |                 1 |

| 117487  | LA POVEDA                                             |      8643 |   22384 |     2 | C/ MONTEALEGRE,   | ARGANDA DEL REY   | 918703777         | N      |            280148 | 28500             | SERVICIO          |                 1 |

| 117110  | ARROYOMOLINOS                                         |      8651 |   25217 |     2 | CL MARBELA, S/N   | ARROYOMOLINOS     | 916095758         | N      |            280151 | 28939             | SERVICIO          |                 1 |

| 116916  | EL ATAZAR                                             |      8647 |   22470 |     2 | CL DE LAS ERAS,   | EL ATAZAR         | 918694534         | N      |            280164 | 28189             | SERVICIO          |                 1 |

| 117155  | BATRES                                                |      8653 |   22569 |     2 | CL SECADEROS, Nº  | BATRES            | 918122412         | N      |            280170 | 28976             | SERVICIO          |                 1 |

| 117059  | BECERRIL DE LA SIERRA                                 |      8649 |   22500 |     2 | C/ REAL, Nº 19    | BECERRIL DE LA    | 918538100         | N      |            280186 | 28490             | SERVICIO          |                 1 |

| 117466  | BELMONTE DE TAJO                                      |      8643 |   22381 |     2 | PLAZA DE LA       | BELMONTE DE TAJO  | 918747215         | N      |            280199 | 28390             | SERVICIO          |                 1 |

| 116920  | BERZOSA DEL LOZOYA                                    |      8647 |   22471 |     2 | CL MANZANO, Nº 6  | BERZOSA DEL       | 918687031         | N      |            280203 | 28194             | SERVICIO          |                 1 |

| 116903  | EL BERRUECO                                           |      8647 |   22468 |     2 | CALLEJÓN DE LOS   | EL BERRUECO       | 918686116         | N      |            280210 | 28192             | SERVICIO          |                 1 |

| 117029  | CONDES DE BARCELONA                                   |      8649 |   22491 |     1 | C/ RONDA, Nº 10   | BOADILLA DEL      | 916320024         | N      |            280225 | 28660             | SERVICIO          |                 1 |

| 132342  | INFANTE LUIS DE BORBON                                |      8649 |   22491 |     2 | C/ SECUNDINO      | BOADILLA DEL      | 916335382         | N      |            280225 | 28660             | SERVICIO          |                 1 |

| 117005  | EL BOALO                                              |      8647 |   22474 |     2 | C/ PEÑA HOYUELA,  | EL BOALO          | 918559043         | N      |            280231 | 28413             | SERVICIO          |                 1 |

| 117006  | CERCEDA                                               |      8647 |   22474 |     2 | C/ PRADO SERRANO, | EL BOALO          | 918574342         | N      |            280231 | 28412             | SERVICIO          |                 1 |

| 117007  | MATAELPINO                                            |      8647 |   22474 |     2 | C/ ESCULTOR, Nº 1 | EL BOALO          | 918573684         | N      |            280231 | 28492             | SERVICIO          |                 1 |

| 116921  | BRAOJOS                                               |      8647 |   22471 |     2 | PLAZA DEL SOL, Nº | BRAOJOS           | 918680427         | N      |            280246 | 28737             | SERVICIO          |                 1 |

| 117467  | BREA DE TAJO                                          |      8643 |   22381 |     2 | C/ JULIAN         | BREA DE TAJO      | 918721175         | N      |            280259 | 28596             | SERVICIO          |                 1 |

| 117035  | BRUNETE                                               |      8649 |   22493 |     2 | AVDA. VILLANUEVA  | BRUNETE           | 918158540         | N      |            280262 | 28690             | SERVICIO          |                 1 |

| 116917  | BUITRAGO DEL LOZOYA                                   |      8647 |   22471 |     1 | Pº DEL RÍO        | BUITRAGO DEL      | 918681125         | S      |            280278 | 28730             | SERVICIO          |                 1 |

| 116901  | BUSTARVIEJO                                           |      8647 |   22468 |     2 | C/ MADRID, Nº 19  | BUSTARVIEJO       | 918482045         | N      |            280284 | 28720             | SERVICIO          |                 1 |

| 116900  | CABANILLAS                                            |      8647 |   22468 |     2 | C/ NUEVA, Nº 2    | CABANILLAS DE LA  | 918439061         | N      |            280297 | 28721             | SERVICIO          |                 1 |

| 116898  | LA CABRERA                                            |      8647 |   22468 |     1 | PLAZA DE LA       | LA CABRERA        | 918688136         | N      |            280301 | 28751             | SERVICIO          |                 1 |

| 117118  | CADALSO DE LOS VIDRIOS                                |      8651 |   22547 |     1 | C/ DR. MENÉNDEZ,  | CADALSO DE LOS    | 918640596         | N      |            280318 | 28640             | SERVICIO          |                 1 |

| 117547  | CAMARMA DE ESTERUELAS                                 |      8645 |   22431 |     2 | C/ SOLEDAD, ESQ.  | CAMARMA DE        | 918857327         | N      |            280323 | 28816             | SERVICIO          |                 1 |

| 117478  | CAMPO REAL                                            |      8643 |   22383 |     1 | C/ ESCUELAS, Nº 1 | CAMPO REAL        | 918733124         | N      |            280339 | 28510             | SERVICIO          |                 1 |

| 116924  | CANENCIA                                              |      8647 |   22471 |     2 | PLAZA DE LA       | CANENCIA          | 918687304         | N      |            280344 | 28743             | SERVICIO          |                 1 |

| 117473  | CARABAÑA                                              |      8643 |   22382 |     2 | C/ DE LA SIERRA,  | CARABAÑA          | 918723095         | N      |            280357 | 28560             | SERVICIO          |                 1 |

| 117156  | CASARRUBUELOS                                         |      8653 |   22569 |     2 | CL CIUDAD REAL,   | CASARRUBUELOS     | 918167006         | N      |            280360 | 28977             | SERVICIO          |                 1 |

| 117119  | CENICIENTOS                                           |      8651 |   22547 |     2 | PLAZA DE LOS      | CENICIENTOS       | 918642534         | N      |            280376 | 28650             | SERVICIO          |                 1 |

| 117060  | CERCEDILLA                                            |      8649 |   22501 |     1 | AVDA. DE LOS      | CERCEDILLA        | 918523031         | N      |            280382 | 28470             | SERVICIO          |                 1 |

| 116925  | CERVERA DE BUITRAGO                                   |      8647 |   22471 |     2 | C/ DE LA IGLESIA, | CERVERA DE        | 918687117         | N      |            280395 | 28193             | SERVICIO          |                 1 |

| 117181  | CIEMPOZUELOS                                          |      8653 |   22588 |     1 | C/ PADRE BENITO   | CIEMPOZUELOS      | 918932125         | N      |            280409 | 28350             | SERVICIO          |                 1 |

| 117600  | COBEÑA                                                |      8647 |   22466 |     2 | C/ MERCADO, Nº 17 | COBEÑA            | 916208262         | N      |            280416 | 28863             | SERVICIO          |                 1 |

| 117122  | COLMENAR DEL ARROYO                                   |      8651 |   22548 |     2 | C/ REAL, Nº 7     | COLMENAR DEL      | 918651024         | N      |            280421 | 28213             | SERVICIO          |                 1 |

| 117182  | COLMENAR DE OREJA                                     |      8653 |   22589 |     1 | CL ALEGAS, Nº 2   | COLMENAR DE OREJA | 918944420         | N      |            280437 | 28380             | SERVICIO          |                 1 |

| 117047  | COLMENAREJO                                           |      8649 |   22497 |     2 | CAÑADA DE LAS     | COLMENAREJO       | 918589162         | N      |            280442 | 28270             | SERVICIO          |                 1 |

